"gene_id","baseMean","log2FoldChange","lfcSE","pvalue","padj","GeneSymbol","Chromosome","Strand","Class"
"ENSG00000213599",1996.63853743086,6.94702657857915,0.348309671275783,7.92615836003065e-90,7.35094572475986e-87,"SLX1A-SULT1A3","16:30193892-30204310","+","lncRNA"
"ENSG00000184445",3555.40337539269,5.6952178573144,0.285588021202559,1.08624088054161e-89,9.61619426792202e-87,"KNTC1","12:122527246-122626396","+","protein_coding"
"ENSG00000274512",2478.43691232651,6.40909827052794,0.322718240138497,3.3209974352457e-89,2.81216287168893e-86,"TBC1D3L","17:37977972-37989048","-","protein_coding"
"ENSG00000158286",1240.35196961676,6.72430212038111,0.339424132915757,4.82897036175078e-89,3.91870944856075e-86,"RNF207","1:6205475-6221299","+","protein_coding"
"ENSG00000167615",13720.2987837066,5.75175181407809,0.289333062815836,5.37016087418166e-89,4.18357012742248e-86,"LENG8","19:54448887-54462037","+","protein_coding"
"ENSG00000146067",1654.94351753213,5.9778444072514,0.304219668567603,2.47508249156413e-87,1.85402717714242e-84,"FAM193B","5:177519789-177554563","-","protein_coding"
"ENSG00000272752",1462.07597918941,5.99293666361585,0.306908101401684,2.549500965171e-86,1.83904002954335e-83,"STAG3L5P-PVRIG2P-PILRB","7:100336104-100367831","+","lncRNA"
"ENSG00000264112",4543.84816493304,7.12957909075086,0.365621297494586,4.24567546067693e-86,2.95317054543371e-83,"AC015813.1","17:57989039-57994850","-","lncRNA"
"ENSG00000230551",1452.27988372341,6.03497557838975,0.309937934818439,9.43057866946651e-86,6.33344655746654e-83,"AC021078.1","5:149494314-149504670","-","lncRNA"
"ENSG00000104899",1592.63195740502,6.73029433258717,0.346907770714268,1.72777339786139e-85,1.12167048989161e-82,"AMH","19:2249309-2252073","+","protein_coding"
"ENSG00000142303",2179.08175430272,6.00695560572984,0.310825937093867,1.45798720792194e-84,9.15992221338312e-82,"ADAMTS10","19:8580240-8610735","-","protein_coding"
"ENSG00000114771",1296.83988261646,5.7689548211793,0.299804077423,7.19871454778965e-84,4.38131764164847e-81,"AADAC","3:151814073-151828488","+","protein_coding"
"ENSG00000188933",1610.86965261803,6.72069850936736,0.350506534985847,1.71750193825572e-83,1.01363841665056e-80,"USP32P1","17:16786489-16804455","+","transcribed_unprocessed_pseudogene"
"ENSG00000102287",1385.15106377241,7.3517116047536,0.385330024163566,4.43487764682474e-83,2.54040226616349e-80,"GABRE","X:151953124-151974680","-","protein_coding"
"ENSG00000026036",862.173903168413,6.69393147281206,0.350999408642903,1.28727224087999e-82,7.16311833239389e-80,"RTEL1-TNFRSF6B","20:63659300-63698684","+","protein_coding"
"ENSG00000101104",1439.73037891638,6.90522549640103,0.363990486560144,5.07119914511571e-82,2.7435187375076e-79,"PABPC1L","20:44910062-44959035","+","protein_coding"
"ENSG00000088340",605.016158272318,6.84272945319012,0.362251788421772,2.06450113359622e-81,1.0867087588627e-78,"FER1L4","20:35558737-35607562","-","transcribed_unitary_pseudogene"
"ENSG00000188818",650.499503695608,6.4538559771561,0.340722960254313,2.32680537119746e-81,1.19254898445899e-78,"ZDHHC11","5:795606-850986","-","protein_coding"
"ENSG00000250067",738.376096224552,7.31236717018767,0.388511139271007,3.07193403572075e-81,1.53407659691532e-78,"YJEFN3","19:19528861-19537581","+","protein_coding"
"ENSG00000114857",3406.22341166708,5.58185545398322,0.295062999667381,5.25145093557681e-81,2.55693146053235e-78,"NKTR","3:42600655-42648735","+","protein_coding"
"ENSG00000204410",955.973400352242,6.2438955907926,0.330398877392478,7.55627613876213e-81,3.58941546533003e-78,"MSH5","6:31739677-31762678","+","protein_coding"
"ENSG00000269486",578.804206659437,6.364367985981,0.337690967450692,1.02094235336153e-80,4.73425554144503e-78,"ERVK9-11","19:38935297-38938632","-","lncRNA"
"ENSG00000254413",515.333351044964,7.10208685302502,0.376378470530883,1.40810029319393e-80,6.37771193261511e-78,"CHKB-CPT1B","22:50568869-50582965","-","protein_coding"
"ENSG00000221978",8185.83363805463,6.29559273989066,0.334107430514591,2.45595095839598e-80,1.08709320149364e-77,"CCNL2","1:1385711-1399335","-","protein_coding"
"ENSG00000100288",953.992356031119,6.70517324965197,0.357807895759929,3.6127117927405e-80,1.56358166389809e-77,"CHKB","22:50578949-50601455","-","protein_coding"
"ENSG00000149311",3134.19089263527,5.85690838984653,0.311793837122434,5.93426293741767e-80,2.51251532541623e-77,"ATM","11:108222484-108369102","+","protein_coding"
"ENSG00000230373",717.00746964426,6.64536991761556,0.354580875921348,6.25157606093541e-80,2.59054670984634e-77,"GOLGA6L5P","15:84507885-84516814","-","transcribed_unprocessed_pseudogene"
"ENSG00000163516",1752.58429386527,5.39814163034619,0.288167257554599,1.53511588290612e-79,6.22873269489159e-77,"ANKZF1","2:219229757-219236669","+","protein_coding"
"ENSG00000261408",526.265348475183,6.85452088033385,0.366266560174378,2.31580114715173e-79,9.20460064120963e-77,"TEN1-CDK3","17:75979231-76005999","+","protein_coding"
"ENSG00000214548",1720.00204588969,7.11048893067602,0.381743963358283,4.06801145172604e-79,1.58457182067633e-76,"MEG3","14:100779410-100861031","+","lncRNA"
"ENSG00000054690",594.177127366484,6.47678206999504,0.346883016200169,4.8905590862137e-79,1.86761821104114e-76,"PLEKHH1","14:67533301-67589612","+","protein_coding"
"ENSG00000177943",542.132833056522,6.77806684041796,0.365022379145587,9.3628245514836e-79,3.50673790316721e-76,"MAMDC4","9:136850943-136860799","+","protein_coding"
"ENSG00000276550",5522.77955722508,5.39010497539899,0.289763739532481,2.15694494525725e-78,7.92616221770382e-76,"HERC2P2","15:22495570-22590815","+","transcribed_unprocessed_pseudogene"
"ENSG00000160796",2871.31532250563,5.60650468138035,0.302001949328068,3.81111947776975e-78,1.37454375831562e-75,"NBEAL2","3:46979683-47009704","+","protein_coding"
"ENSG00000175265",1337.02008865073,7.09622434506403,0.383944313266678,6.21471887482295e-78,2.20068845101912e-75,"GOLGA8A","15:34379068-34437466","-","protein_coding"
"ENSG00000110888",1830.40081658402,5.92941901598593,0.322087138342538,4.76921835674466e-77,1.65866601278498e-74,"CAPRIN2","12:30709552-30754951","-","protein_coding"
"ENSG00000234771",1557.71342913743,6.37127345255792,0.346540066071909,5.0132363327522e-77,1.71294369853828e-74,"SLC25A25-AS1","9:128108581-128118693","-","lncRNA"
"ENSG00000133624",553.590133137317,6.77288162537732,0.368780979792449,6.31755379558642e-77,2.08710218082477e-74,"ZNF767P","7:149547154-149624752","-","transcribed_unprocessed_pseudogene"
"ENSG00000139182",2840.07668966262,6.13124276419871,0.333212346199865,6.32260364903785e-77,2.08710218082477e-74,"CLSTN3","12:7129698-7158945","+","protein_coding"
"ENSG00000267519",2071.20992693376,6.30970958409842,0.343421896120418,8.65490512818934e-77,2.80938220461026e-74,"AC020916.1","19:13823880-13842928","-","lncRNA"
"ENSG00000120458",585.910443142153,5.6964921779226,0.309636506536092,9.83574072039302e-77,3.14034239787499e-74,"MSANTD2","11:124766498-124800673","-","protein_coding"
"ENSG00000245532",37248.4478118333,6.65142981922637,0.361462139497259,1.02629290495042e-76,3.22388397045392e-74,"NEAT1","11:65422774-65445540","+","lncRNA"
"ENSG00000135473",2183.4966703987,6.20569636469616,0.337914014789063,1.06294287640161e-76,3.28601197790441e-74,"PAN2","12:56316223-56334053","-","protein_coding"
"ENSG00000161647",1558.82282732232,5.66985665815402,0.308760922138373,1.26203633520857e-76,3.84053432258158e-74,"MPP3","17:43800799-43833170","-","protein_coding"
"ENSG00000166436",963.61706647647,6.13485941243631,0.33527205909556,2.73241111370934e-76,8.18714443855431e-74,"TRIM66","11:8612037-8682694","-","protein_coding"
"ENSG00000114270",6078.78702673063,5.88848998971454,0.321293615530591,3.03757822488949e-76,8.9636171981739e-74,"COL7A1","3:48564073-48595267","-","protein_coding"
"ENSG00000197978",1310.36603547822,6.11487253096106,0.335798464248732,1.4244178747095e-75,4.13914482297638e-73,"GOLGA6L9","15:82430018-82439153","+","protein_coding"
"ENSG00000261786",2190.67159196538,7.27597555709793,0.400083054740782,1.44517276628873e-75,4.13914482297638e-73,"AC006058.1","3:44117299-44122365","+","lncRNA"
"ENSG00000277701",492.353201685776,7.01082244518859,0.384391819475828,2.22373089449315e-75,6.27672215958674e-73,"AC159540.2","2:97281356-97291849","+","lncRNA"
"ENSG00000213983",2000.34435261118,5.44895527065982,0.299504273194983,3.39231339476213e-75,9.43838509662675e-73,"AP1G2","14:23559565-23568070","-","protein_coding"
"ENSG00000073605",778.765316022389,6.77351266206132,0.376717484989361,3.4466610305209e-74,9.33667770529332e-72,"GSDMB","17:39904595-39919854","-","protein_coding"
"ENSG00000132680",3571.91267534503,5.24601884230275,0.290239852507325,3.45163685962784e-74,9.33667770529332e-72,"KHDC4","1:155913045-155934413","-","protein_coding"
"ENSG00000102878",454.751371923034,7.20895548472608,0.40117378374325,5.23074486839232e-74,1.39553406927135e-71,"HSF4","16:67164681-67169945","+","protein_coding"
"ENSG00000204172",835.827252360077,6.03288459839433,0.335272051932935,6.74686409684968e-74,1.77570169121952e-71,"AGAP9","10:47501854-47523638","-","protein_coding"
"ENSG00000158805",1406.46671311098,5.62776129361548,0.312503076428255,7.82376481029137e-74,2.03167524593646e-71,"ZNF276","16:89720400-89740925","+","protein_coding"
"ENSG00000230590",2642.74612642583,7.00803869529058,0.389664353330205,9.58277546071654e-74,2.45571230095941e-71,"FTX","X:73940435-74293574","-","lncRNA"
"ENSG00000186529",2688.83091317956,5.21741452140567,0.290087562322996,1.61340168389254e-73,4.08085859681702e-71,"CYP4F3","19:15640897-15662825","+","protein_coding"
"ENSG00000196696",533.931221491862,6.21374831875527,0.347431774392628,4.30719379995356e-73,1.0754731595884e-70,"AC009022.1","16:69976297-70065948","-","lncRNA"
"ENSG00000281207",531.754899033721,8.6923010729433,0.486525726552421,6.96402031679573e-73,1.71685138847992e-70,"SLFNL1-AS1","1:41014590-41043890","+","lncRNA"
"ENSG00000112659",940.954678038439,5.5874834703289,0.312931894050018,1.41600937882321e-72,3.44727483274511e-70,"CUL9","6:43182184-43224587","+","protein_coding"
"ENSG00000262580",634.016628406883,7.28326920087044,0.412122615373641,6.08138768307077e-72,1.46223588290724e-69,"AC087741.1","17:80200673-80205949","-","lncRNA"
"ENSG00000185864",1487.8943831336,5.68311519844279,0.321749740287359,4.25143821885467e-71,1.00976842378553e-68,"NPIPB4","16:21834569-21880827","-","protein_coding"
"ENSG00000232653",492.034838338914,6.15136363364463,0.350151515969959,1.03188779510815e-70,2.42133092741282e-68,"GOLGA8N","15:32593456-32607310","+","protein_coding"
"ENSG00000284946",1245.14468368243,5.31982098285112,0.302248484493,1.26587872154731e-70,2.93503023581613e-68,"AC068831.7","15:90966190-91022566","-","protein_coding"
"ENSG00000284976",1543.95503756873,5.62528085225217,0.320273980981314,2.17351172513581e-70,4.98015463044059e-68,"BX255925.3","9:137217452-137219361","+","protein_coding"
"ENSG00000162601",1419.83081325546,5.56553491186114,0.317036867574309,2.85862116432001e-70,6.47377974375541e-68,"MYSM1","1:58643440-58700077","-","protein_coding"
"ENSG00000185324",2263.8266807607,6.08385236492326,0.347316852868494,4.70452068625603e-70,1.05316373431635e-67,"CDK10","16:89680737-89696354","+","protein_coding"
"ENSG00000243716",1604.49105782723,5.81602273362289,0.332249509154838,5.51143614316116e-70,1.21978102641144e-67,"NPIPB5","16:22479121-22536521","+","protein_coding"
"ENSG00000182796",506.098369080195,7.05114243722525,0.405325313331469,7.35220426192616e-70,1.60889359781207e-67,"TMEM198B","12:55829608-55836246","+","transcribed_unitary_pseudogene"
"ENSG00000223705",2114.68162223961,6.82783962538284,0.391080402142912,8.6602625637362e-70,1.87408081879251e-67,"NSUN5P1","7:75410322-75416787","+","transcribed_unprocessed_pseudogene"
"ENSG00000105270",455.569296333103,6.35822200899642,0.362840480432246,1.15719399082184e-69,2.47664946870838e-67,"CLIP3","19:36014660-36033343","-","protein_coding"
"ENSG00000158106",1007.54800683988,6.41121338993227,0.369727977444656,5.24441413860246e-69,1.11021967134154e-66,"RHPN1","8:143368876-143384221","+","protein_coding"
"ENSG00000213199",517.293453942051,7.34311273729953,0.426033778509174,7.29643964772798e-69,1.52801568364677e-66,"ASIC3","7:151048292-151052756","+","protein_coding"
"ENSG00000139631",605.54732790385,6.90471100114978,0.399479189848148,8.17954974082785e-69,1.69473309311025e-66,"CSAD","12:53157663-53180909","-","protein_coding"
"ENSG00000124181",4271.63842519209,5.64666961763172,0.325349538756771,9.38175609306466e-69,1.92335875440555e-66,"PLCG1","20:41136960-41196801","+","protein_coding"
"ENSG00000251432",578.358565900355,6.77349808664565,0.393676794318744,2.45535811346051e-68,4.98130777268301e-66,"LINC02615","4:128292751-128519398","+","lncRNA"
"ENSG00000146830",4058.38429871242,5.48591920098799,0.316975436133127,2.53558200437617e-68,5.09103042445673e-66,"GIGYF1","7:100679507-100694037","-","protein_coding"
"ENSG00000223959",2504.60998124816,5.56521336413564,0.321779916157074,2.6599286542935e-68,5.28620106847145e-66,"AFG3L1P","16:89972586-90002161","+","transcribed_unitary_pseudogene"
"ENSG00000177106",6868.30887547426,5.06148924822064,0.29254292443959,3.16075196445689e-68,6.21806113734974e-66,"EPS8L2","11:694438-727727","+","protein_coding"
"ENSG00000140474",2328.63160959905,5.48998912487474,0.317887322389665,4.37826176354845e-68,8.52710261068696e-66,"ULK3","15:74836118-74843346","-","protein_coding"
"ENSG00000183426",3042.91086725249,5.05036268026204,0.29230805249069,4.63816691802925e-68,8.94385533619185e-66,"NPIPA1","16:14922802-14952060","+","protein_coding"
"ENSG00000101751",898.16079114813,5.49429893545015,0.318510536965274,4.87755073374556e-68,9.22283282431346e-66,"POLI","18:54269404-54321266","+","protein_coding"
"ENSG00000108465",6171.01291768384,5.55383002755427,0.321576042169645,4.83122465273789e-68,9.22283282431346e-66,"CDK5RAP3","17:47967810-47981781","+","protein_coding"
"ENSG00000101115",687.876743139147,6.66829397067991,0.3890871441603,9.58327255319365e-68,1.79465207928846e-65,"SALL4","20:51782331-51802521","-","protein_coding"
"ENSG00000196123",673.873615059928,5.38159189434022,0.312660720638489,1.12471159146928e-67,2.08617932909102e-65,"KIAA0895L","16:67175599-67184040","-","protein_coding"
"ENSG00000225828",537.466410495925,6.42892603490684,0.375154645782827,1.17275800037491e-67,2.15477686936808e-65,"FAM229A","1:32361270-32364278","-","protein_coding"
"ENSG00000161996",1225.22820247049,5.7710619052549,0.335936495489831,1.44101206931777e-67,2.62291131420869e-65,"WDR90","16:649311-667833","+","protein_coding"
"ENSG00000261326",338.383373207756,7.16869597926155,0.415883565306762,1.49674733129128e-67,2.69913435409527e-65,"LINC01355","1:23281307-23287488","-","lncRNA"
"ENSG00000258727",351.162153100501,7.48917016763687,0.434589816601779,2.3598548944329e-67,4.21656274531882e-65,"AL135999.1","14:23561097-23568073","+","lncRNA"
"ENSG00000268043",1306.55880031234,5.15276204447904,0.300085945413044,2.47037957269349e-67,4.3739193234344e-65,"NBPF12","1:146938744-146996202","+","protein_coding"
"ENSG00000179532",1077.02681688492,6.54134122826504,0.383885096510947,1.04576124410736e-66,1.83488702614729e-64,"DNHD1","11:6497260-6593758","+","protein_coding"
"ENSG00000230606",452.237217267776,8.61024466867686,0.499017906815885,1.22065066228263e-66,2.12262431237647e-64,"AC092683.1","2:97416165-97433527","-","lncRNA"
"ENSG00000175455",2751.05700593515,5.30950880442222,0.311120032052634,1.54191289487699e-66,2.65754827793135e-64,"CCDC14","3:123897305-123961408","-","protein_coding"
"ENSG00000169231",694.911740084939,5.58799472295106,0.328074900593994,1.66500299984754e-66,2.84452617763427e-64,"THBS3","1:155195588-155209051","-","protein_coding"
"ENSG00000197530",893.778040298994,5.3475562407597,0.314206363834913,2.66476686698831e-66,4.51295647838821e-64,"MIB2","1:1615415-1630610","+","protein_coding"
"ENSG00000124222",4108.1054070216,5.11045361133701,0.300217505036082,2.75972003876706e-66,4.63347478232994e-64,"STX16","20:58651253-58679526","+","protein_coding"
"ENSG00000111788",449.487155066009,5.8727676408237,0.345152653015856,3.00914831609551e-66,5.00907458156206e-64,"AC009533.1","12:9277235-9313241","+","unprocessed_pseudogene"
"ENSG00000106479",667.006219585663,5.68567323923594,0.334257443194016,3.98582781880858e-66,6.57864259314542e-64,"ZNF862","7:149838375-149867479","+","protein_coding"
"ENSG00000102901",1747.20545264999,5.52223429485901,0.325420575140724,7.02401233809009e-66,1.14957701089616e-63,"CENPT","16:67828157-67847811","-","protein_coding"
"ENSG00000044446",2309.46921153577,5.1002113592055,0.300766887500883,1.05596813778828e-65,1.71383628763038e-63,"PHKA2","X:18892300-18984598","-","protein_coding"
"ENSG00000171163",1812.05658347138,5.63337408974901,0.332715878324611,1.28428627550097e-65,2.0671702067485e-63,"ZNF692","1:248850006-248859144","-","protein_coding"
"ENSG00000137817",3362.45410350984,5.29337485111723,0.313162407326617,2.51941155812427e-65,4.02197209065805e-63,"PARP6","15:72241181-72272999","-","protein_coding"
"ENSG00000242294",612.079813433527,6.92547657810442,0.411404753625576,3.75876098713024e-65,5.95167715328037e-63,"STAG3L5P","7:100336079-100351900","+","transcribed_unprocessed_pseudogene"
"ENSG00000170581",1147.71859898954,5.03320360529689,0.298245748527404,3.97350821568353e-65,6.24097145231067e-63,"STAT2","12:56341597-56360167","-","protein_coding"
"ENSG00000144802",1014.10781150937,5.73692448054127,0.340688324043973,4.7392427233531e-65,7.384119302402e-63,"NFKBIZ","3:101827991-101861022","+","protein_coding"
"ENSG00000243970",417.069649074659,7.12433652675845,0.425794544070279,6.45161513909105e-65,9.9723536864236e-63,"PPIEL","1:39522280-39559671","-","transcribed_unprocessed_pseudogene"
"ENSG00000006025",608.467726343812,5.7470758800819,0.34221880626293,9.35930951632739e-65,1.43529064677159e-62,"AC003665.1","17:47807372-47821834","-","protein_coding"
"ENSG00000113108",440.852732405622,6.29793705289898,0.375843045469739,9.46128210017374e-65,1.43959320455456e-62,"APBB3","5:140558268-140564781","-","protein_coding"
"ENSG00000178038",545.189451846929,5.8843615131964,0.350800315133937,1.23251050897673e-64,1.86080423820393e-62,"ALS2CL","3:46668995-46693704","-","protein_coding"
"ENSG00000234420",723.054398141878,5.70291370381722,0.339728382897959,1.36412605399209e-64,2.04367069442692e-62,"ZNF37BP","10:42513510-42552822","-","transcribed_processed_pseudogene"
"ENSG00000146166",1428.04314451703,5.37706357804969,0.320138005503204,1.43822940101007e-64,2.13824090183756e-62,"LGSN","6:63275951-63319977","-","protein_coding"
"ENSG00000070610",2078.47165519393,4.77260718511311,0.28406953591312,1.66829299654356e-64,2.46149048490017e-62,"GBA2","9:35736866-35749228","-","protein_coding"
"ENSG00000147162",6115.11341239389,4.99124510327441,0.297292576213671,1.9098736510467e-64,2.79674430284102e-62,"OGT","X:71533104-71575892","+","protein_coding"
"ENSG00000144026",1184.3345729419,5.27683140551808,0.314709439785275,2.89457761127845e-64,4.20707414606411e-62,"ZNF514","2:95145000-95165413","-","protein_coding"
"ENSG00000225138",369.734006656459,7.59917740273633,0.45013689957184,3.99349323350361e-64,5.76127957153454e-62,"SLC9A3-AS1","5:473236-480884","+","lncRNA"
"ENSG00000168970",392.456791049746,8.17788344646432,0.488270928158155,4.41328957624e-64,6.32009027844487e-62,"JMJD7-PLA2G4B","15:41828095-41848155","+","protein_coding"
"ENSG00000110455",1163.8339905375,6.0016669755597,0.36043042432285,5.97483346720431e-64,8.49385814651613e-62,"ACCS","11:44065925-44084222","+","protein_coding"
"ENSG00000272068",588.693747583596,5.44476587469409,0.32608916701442,6.57989508783527e-64,9.28623454570143e-62,"AL365181.2","1:156637783-156641004","-","lncRNA"
"ENSG00000155363",1479.58633473655,4.72545196796128,0.283040681559517,9.65142094851925e-64,1.35230988772202e-61,"MOV10","1:112673141-112700746","+","protein_coding"
"ENSG00000204681",581.954693950998,6.28263902788033,0.378143681206654,1.20438431132316e-63,1.67547063195213e-61,"GABBR1","6:29555629-29633976","-","protein_coding"
"ENSG00000263956",1441.23460292694,5.58548679437721,0.335963632887052,1.22716548157689e-63,1.69505495880791e-61,"NBPF11","1:148102046-148152322","-","protein_coding"
"ENSG00000140400",2483.5942524188,5.24470359927978,0.314881372057782,1.57063628745023e-63,2.15420509397047e-61,"MAN2C1","15:75355207-75368612","-","protein_coding"
"ENSG00000115687",1479.14817842562,5.14114573888487,0.308952851176449,2.05040453234028e-63,2.79256494208806e-61,"PASK","2:241106099-241150264","-","protein_coding"
"ENSG00000267680",1680.45367396529,4.96986418472961,0.29877799570047,2.55145027451787e-63,3.45083649628542e-61,"ZNF224","19:44094339-44109886","+","protein_coding"
"ENSG00000182685",541.742601382163,6.39377458235113,0.386272626830357,2.62153872374829e-63,3.52117849542908e-61,"BRICD5","16:2209253-2211950","-","protein_coding"
"ENSG00000147813",611.078523792919,5.05813267005429,0.304860391542982,4.81358615665937e-63,6.42119205391081e-61,"NAPRT","8:143574785-143578649","-","protein_coding"
"ENSG00000183889",2490.68058148168,4.56350987705018,0.274973968851139,5.64039000371064e-63,7.47294120491622e-61,"AC138969.1","16:16317444-16350590","+","protein_coding"
"ENSG00000188385",958.292785991246,5.73385724527178,0.346092103916553,7.52613953625251e-63,9.90399281135499e-61,"JAKMIP3","10:132036336-132184858","+","protein_coding"
"ENSG00000162004",342.187410909746,6.65542443707484,0.402947388611303,7.61652292157972e-63,9.95566445776421e-61,"CCDC78","16:722582-726954","-","protein_coding"
"ENSG00000204839",549.096328172367,6.27782412574425,0.380195631508096,7.7017245830353e-63,9.99991919861303e-61,"MROH6","8:143566192-143572772","-","protein_coding"
"ENSG00000269929",457.137560190449,6.35459731678963,0.384561751436642,7.9021699719447e-63,1.01922292962646e-60,"AL158152.1","9:94166258-94200902","+","lncRNA"
"ENSG00000133858",1830.45886057647,4.72828564609218,0.285435195829614,8.85638003724328e-63,1.13478195792993e-60,"ZFC3H1","12:71609472-71667725","-","protein_coding"
"ENSG00000228327",785.621970883323,5.76132855520733,0.348764171116491,9.5173184215621e-63,1.21149865083885e-60,"AL669831.1","1:725885-778626","-","transcribed_unprocessed_pseudogene"
"ENSG00000070476",754.651289421151,5.21245408252125,0.31531890124735,1.21791024348834e-62,1.53556666601945e-60,"ZXDC","3:126437601-126475891","-","protein_coding"
"ENSG00000270231",805.715283222401,5.13479736599313,0.310684472248323,1.22208273379038e-62,1.53556666601945e-60,"NBPF8","1:120419850-120467739","+","transcribed_unprocessed_pseudogene"
"ENSG00000154358",1742.19698734246,5.50923280852435,0.333756700117908,1.91971751174884e-62,2.39669347812951e-60,"OBSCN","1:228208063-228378876","+","protein_coding"
"ENSG00000159899",448.705162507066,5.32347429219561,0.323089348587481,2.48503250772662e-62,3.08270656818368e-60,"NPR2","9:35792154-35809732","+","protein_coding"
"ENSG00000267121",536.929722600335,6.2275392687952,0.379246427958081,2.82892900882136e-62,3.48710261872183e-60,"AC008105.3","17:45190931-45222222","-","lncRNA"
"ENSG00000274471",687.476901383096,6.6089454733955,0.403349016196485,4.19204490281238e-62,5.13485953001094e-60,"AC242376.2","15:23309607-23314566","+","transcribed_unprocessed_pseudogene"
"ENSG00000246922",343.225344511453,7.29895558144915,0.444643640851638,4.4416423250378e-62,5.40658912015226e-60,"UBAP1L","15:65092770-65115197","-","protein_coding"
"ENSG00000076344",427.882378310443,6.16645893661183,0.37657933878196,5.81166728474343e-62,7.03031254892317e-60,"RGS11","16:268301-275980","-","protein_coding"
"ENSG00000117616",1108.35250900899,5.27431317535399,0.321329970181325,8.71447747263086e-62,1.04767384726518e-59,"RSRP1","1:25242249-25338213","-","protein_coding"
"ENSG00000163482",769.657546513572,5.5381207163174,0.337976667192373,8.97471125187695e-62,1.07234034565371e-59,"STK36","2:218672069-218702716","+","protein_coding"
"ENSG00000023839",35361.2220610747,4.7183349812189,0.286794668147258,1.10155805991212e-61,1.30816736432003e-59,"ABCC2","10:99782640-99852594","+","protein_coding"
"ENSG00000166473",590.298181350791,5.24952863961954,0.320539708699429,1.4086858060394e-61,1.66276150051051e-59,"PKD1L2","16:81100875-81220370","-","polymorphic_pseudogene"
"ENSG00000273142",390.736561499613,5.87837827922599,0.360440112678968,3.08027305126677e-61,3.61393963532962e-59,"LINC02604","7:66902857-66906297","+","lncRNA"
"ENSG00000187961",689.58534687261,5.34850747074939,0.327966436224376,4.10006319803767e-61,4.78160663742405e-59,"KLHL17","1:960584-965719","+","protein_coding"
