"gene_id","baseMean","log2FoldChange","lfcSE","pvalue","padj","GeneSymbol","Chromosome","Strand","Class","qvalue"
"ENSG00000157927",127.18610771902,-1.29311459427121,0.409407892472003,5.53153906423723e-05,0.0161909325333429,"RADIL","7:4797055-4883719","-","protein_coding",0.0159614462931567
"ENSG00000100299",105.856229076141,-1.20892460980255,0.384293685526883,5.92521494535414e-05,0.016981912917341,"ARSA","22:50622754-50628173","-","protein_coding",0.0167412155184392
"ENSG00000101109",1013.81074315091,-1.02798668601699,0.327344440220044,6.25665425477098e-05,0.0175658760373233,"STK4","20:44966479-45080021","+","protein_coding",0.0173169016907821
"ENSG00000147536",1655.92584012151,-0.980469282316939,0.314515103370261,6.83504218506887e-05,0.0188059350679985,"GINS4","8:41529218-41545030","+","protein_coding",0.0185393844339906
"ENSG00000100726",669.712590796786,-1.2559834438735,0.409405880228228,7.44313795914285e-05,0.020077499785084,"TELO2","16:1493344-1510457","+","protein_coding",0.0197929263098669
"ENSG00000164114",359.353218414343,1.04803585550934,0.34083044726669,7.92436726242586e-05,0.0209645231594601,"MAP9","4:155342658-155376970","-","protein_coding",0.0206673772361322
"ENSG00000105835",12586.1400920846,0.946522341503698,0.308110067858017,8.25425539794763e-05,0.0214252436810501,"NAMPT","7:106248298-106286326","-","protein_coding",0.0211215676199392
"ENSG00000135414",185.864166398558,-1.08801387141886,0.355948066040376,8.75944528142156e-05,0.0219097615884575,"GDF11","12:55743280-55757278","+","protein_coding",0.0215992180913516
"ENSG00000213339",458.389806908775,-1.28157893230781,0.424619229350508,8.65009759948001e-05,0.0219097615884575,"QTRT1","19:10701430-10713437","+","protein_coding",0.0215992180913516
"ENSG00000117569",391.981335448581,1.03733359111595,0.341848083727827,9.01350865109342e-05,0.0220457520597095,"PTBP2","1:96721665-96823738","+","protein_coding",0.021733281067576
"ENSG00000178814",131.860705658879,-1.19995463617071,0.398966913728457,9.13431611109575e-05,0.0220457520597095,"OPLAH","8:144051266-144063965","-","protein_coding",0.021733281067576
"ENSG00000278023",92.7711729332774,-1.08931907418692,0.361322121878139,9.31011904154657e-05,0.0220826392507855,"RDM1","17:35918066-35930773","-","protein_coding",0.0217696454288043
"ENSG00000125458",1741.13431181789,-1.18092108514199,0.396508697770254,0.000100808211798498,0.023505399486643,"NT5C","17:75130225-75131757","-","protein_coding",0.0231722398158732
"ENSG00000104518",498.873283128574,-1.18940581765378,0.401388835766819,0.000104322508124514,0.023513862633118,"GSDMD","8:143553207-143563062","+","protein_coding",0.0231805830078206
"ENSG00000134575",80.5096408912074,-1.41385456171802,0.481449330416008,0.00010768142370331,0.023513862633118,"ACP2","11:47239305-47248906","-","protein_coding",0.0231805830078206
"ENSG00000197774",105.089282935237,-1.3100599257277,0.445003359109828,0.000106738719475797,0.023513862633118,"EME2","16:1773207-1781708","+","protein_coding",0.0231805830078206
"ENSG00000249115",567.04683680293,-0.998174423692051,0.33438326225314,0.000102834237242685,0.023513862633118,"HAUS5","19:35612735-35625355","+","protein_coding",0.0231805830078206
"ENSG00000133488",255.952505419982,-1.01240903844711,0.343808260646409,0.000116663056150663,0.0250770884916355,"SEC14L4","22:30488913-30505711","-","protein_coding",0.0247216520928419
"ENSG00000276672",24.0618009975197,-1.6946223056605,0.5750093637634,0.000118970348679784,0.0251796167198121,"AL161891.1","13:33846190-33850825","+","lncRNA",0.0248227271114798
"ENSG00000142619",58.832404520301,-1.27361282441918,0.437969620373361,0.000125379904017943,0.0261341112056795,"PADI3","1:17249098-17284233","+","protein_coding",0.0257636928305273
"ENSG00000166012",1680.34087448972,0.904383747850642,0.308734439215263,0.000130094319216314,0.0266383267476083,"TAF1D","11:93729948-93784391","-","protein_coding",0.0262607617471013
"ENSG00000279117",90.6542209311876,1.32355619409711,0.457639272383144,0.000131671601282065,0.0266383267476083,"AP001972.5","11:75260129-75262466","-","TEC",0.0262607617471013
"ENSG00000044090",384.876030942832,-0.957238722799378,0.333774076619487,0.000148620255771772,0.0296314327340908,"CUL7","6:43037617-43053945","-","protein_coding",0.0292114441957239
"ENSG00000126777",1493.77397452083,0.927360585047119,0.323993073913763,0.00015692067171493,0.0308393954397469,"KTN1","14:55559072-55701526","+","protein_coding",0.0304022855392203
"ENSG00000103154",168.630002181018,1.14708860709474,0.406938429880825,0.000167203236343531,0.0322776857233346,"NECAB2","16:83968632-84002776","+","protein_coding",0.0318201898549956
"ENSG00000170629",33.267277934281,-1.55444681131004,0.553858458324425,0.000168931698195834,0.0322776857233346,"DPY19L2P2","7:103175133-103280410","-","transcribed_unprocessed_pseudogene",0.0318201898549956
"ENSG00000242125",1914.15114939056,1.08664494962416,0.386828488306889,0.000173728068562773,0.032739411496138,"SNHG3","1:28505980-28510892","+","lncRNA",0.0322753712418361
"ENSG00000260804",465.693670491129,0.921714776979589,0.326873474156234,0.000177292422810557,0.0329596197379032,"LINC01963","2:216217045-216220192","+","lncRNA",0.0324924583068959
"ENSG00000141446",279.4455374233,0.965128884221698,0.344591653622565,0.0001854935289224,0.0340244596984727,"ESCO1","18:21529284-21600884","-","protein_coding",0.0335422054914041
"ENSG00000067334",1176.24520914857,0.977147106133418,0.352789704338155,0.000200047213938933,0.0357409028851676,"DNTTIP2","1:93866284-93879918","-","protein_coding",0.035234320240401
"ENSG00000080546",300.850055932726,0.932566931290797,0.335372109110158,0.000197806385236767,0.0357409028851676,"SESN1","6:108986437-109094819","-","protein_coding",0.035234320240401
"ENSG00000135437",20.47016797974,-1.71513202981702,0.627073119721296,0.000211224897786959,0.036101378018285,"RDH5","12:55720367-55724705","+","protein_coding",0.0355896860888735
"ENSG00000137434",17.7906935517923,-1.98284984982808,0.737520856945757,0.000229430120116885,0.036101378018285,"C6orf52","6:10671418-10694797","-","protein_coding",0.0355896860888735
"ENSG00000140057",85.1288587521889,-1.09230209420922,0.402287659011586,0.000227662586696348,0.036101378018285,"AK7","14:96392128-96489427","+","protein_coding",0.0355896860888735
"ENSG00000143353",828.974369543129,0.88164971827332,0.322138627889755,0.000227829247831346,0.036101378018285,"LYPLAL1","1:219173869-219212865","+","protein_coding",0.0355896860888735
"ENSG00000144674",1021.82084991393,0.978278137726477,0.359815539850412,0.000230090279300053,0.036101378018285,"GOLGA4","3:37243177-37366751","+","protein_coding",0.0355896860888735
"ENSG00000147813",223.131080956164,-1.11781138508955,0.411334579567666,0.000215989425240235,0.036101378018285,"NAPRT","8:143574785-143578649","-","protein_coding",0.0355896860888735
"ENSG00000156256",809.270752147671,0.919962278384942,0.336188084532777,0.000224902720166879,0.036101378018285,"USP16","21:29024629-29054488","+","protein_coding",0.0355896860888735
"ENSG00000165525",585.105033458406,0.956441182347962,0.351321475623132,0.000230931254314827,0.036101378018285,"NEMF","14:49782083-49852821","-","protein_coding",0.0355896860888735
"ENSG00000182057",90.5530587466109,-1.26315807088744,0.468810207766365,0.000221516670581591,0.036101378018285,"OGFRP1","22:42269703-42279534","+","lncRNA",0.0355896860888735
"ENSG00000258057",33.7093447451467,-1.47416369380709,0.544880836342544,0.000218512211126431,0.036101378018285,"BCDIN3D-AS1","12:49827913-49841143","+","lncRNA",0.0355896860888735
"ENSG00000267858",73.6567679195529,-1.20886853117846,0.44742468016332,0.00022435567579984,0.036101378018285,"MZF1-AS1","19:58559129-58574797","+","lncRNA",0.0355896860888735
"ENSG00000065325",277.44659722021,-0.878620373354139,0.323855447560049,0.0002390506866101,0.0369507898392713,"GLP2R","17:9822206-9892099","+","protein_coding",0.0364270585585275
"ENSG00000138778",189.443760363303,1.06386217200577,0.395790376203939,0.000246958862161758,0.0377490340751034,"CENPE","4:103105806-103198409","-","protein_coding",0.0372139886796194
"ENSG00000165475",191.92316031215,-0.904420119590075,0.336188115149638,0.000252947158988104,0.0382394952329598,"CRYL1","13:20403666-20525873","-","protein_coding",0.037697498163331
"ENSG00000134186",896.916484158689,0.9767591737018,0.36610505661878,0.000265934585011773,0.0393383020000748,"PRPF38B","1:108692310-108702928","+","protein_coding",0.0387807307173389
"ENSG00000182796",63.7813218537566,-1.18083749716559,0.445723590808919,0.000263094539252534,0.0393383020000748,"TMEM198B","12:55829608-55836246","+","transcribed_unitary_pseudogene",0.0387807307173389
"ENSG00000235173",1341.78652102295,-1.03899315301292,0.39422067144604,0.000272541839238442,0.0398867881106728,"HGH1","8:144137774-144140851","+","protein_coding",0.0393214427225816
"ENSG00000274487",203.073488332557,-0.972927363478632,0.377866250006592,0.000329944595204922,0.0477794504866748,"AC244154.1","17:38195703-38257192","-","transcribed_unprocessed_pseudogene",0.0471022364702635
"ENSG00000175170",26.1260140099681,1.58797787800846,0.623508287202034,0.000351536882443032,0.0503759676225916,"FAM182B","20:25762384-25868225","-","lncRNA",0.0496619512197907
"ENSG00000131899",1263.3576888487,-0.897056733739134,0.351836019654877,0.00036291561696047,0.0509452055359712,"LLGL1","17:18225635-18244875","+","protein_coding",0.0502231208969372
"ENSG00000157379",152.991459525271,-0.916759465380738,0.359586467591196,0.000361396073267318,0.0509452055359712,"DHRS1","14:24290598-24299780","-","protein_coding",0.0502231208969372
"ENSG00000273038",92.6615611841061,1.12941829267466,0.448056326397395,0.000372743305479532,0.05179625912608,"AL365203.2","10:32887255-32889311","-","lncRNA",0.0510621118656874
"ENSG00000135473",283.264272296684,-0.864963800912282,0.338004314223701,0.000377369172828298,0.051914677105989,"PAN2","12:56316223-56334053","-","protein_coding",0.0511788514186792
"ENSG00000198074",114782.677691184,0.78876626039148,0.312761598645053,0.000425855540363781,0.0580048977107379,"AKR1B10","7:134527567-134541412","+","protein_coding",0.0571827507552979
"ENSG00000005884",2537.23860584249,-1.01032673856059,0.410448085981719,0.000432754178403737,0.0583067761179352,"ITGA3","17:50055968-50090481","+","protein_coding",0.0574803504132312
"ENSG00000159388",286.116508758859,0.829191831383536,0.331418107815561,0.000436593641343346,0.0583067761179352,"BTG2","1:203305491-203309602","+","protein_coding",0.0574803504132312
"ENSG00000188566",216.096248872296,-1.10291144204617,0.45188318987147,0.000440786851513067,0.0583067761179352,"NDOR1","9:137205685-137217009","+","protein_coding",0.0574803504132312
"ENSG00000111052",75.4832775753931,1.05314221438551,0.427850378765681,0.000455652136591409,0.0585832377858692,"LIN7A","12:80792520-80937925","-","protein_coding",0.0577528935824253
"ENSG00000117360",1771.68785508731,0.872312132009783,0.351541201641301,0.000449563839776789,0.0585832377858692,"PRPF3","1:150321479-150353233","+","protein_coding",0.0577528935824253
"ENSG00000140474",957.894130117759,-0.799740398799691,0.322027422735698,0.000451976276869454,0.0585832377858692,"ULK3","15:74836118-74843346","-","protein_coding",0.0577528935824253
"ENSG00000072778",4237.83032603943,-0.872452501724389,0.358378402935602,0.000485117505679465,0.0612271699599303,"ACADVL","17:7217125-7225266","+","protein_coding",0.06035935132117
"ENSG00000186198",204.794645842053,0.902866410039489,0.369461340075861,0.000483878933148097,0.0612271699599303,"SLC51B","15:65045387-65053397","+","protein_coding",0.06035935132117
"ENSG00000158423",25.1251079975837,-1.48003920572037,0.62042879386906,0.000492286217037197,0.0615671044343702,"RIBC1","X:53422690-53431120","+","protein_coding",0.0606944676491388
"ENSG00000170581",290.818647034059,-0.782361873423298,0.322891792936259,0.000531498572364013,0.0658723050451507,"STAT2","12:56341597-56360167","-","protein_coding",0.0649386474200523
"ENSG00000167220",408.650176677187,-0.856675755833908,0.359091513908194,0.000554481736229977,0.0681071896903196,"HDHD2","18:47107408-47150500","-","protein_coding",0.0671418553675748
"ENSG00000136235",80.8142047174554,1.01231946039264,0.426709229896498,0.000565429338337666,0.0688372690930201,"GPNMB","7:23235967-23275108","+","protein_coding",0.0678615868068818
"ENSG00000249395",203.670260337565,0.938992708885121,0.396547263991775,0.000578238363306844,0.0697791681053707,"CASC9","8:75223127-75324741","-","lncRNA",0.0687901355775132
"ENSG00000117305",285.452953317554,-0.833436970172662,0.357469463729012,0.000602733657952665,0.070870144721836,"HMGCL","1:23801885-23838620","-","protein_coding",0.0698656489634742
"ENSG00000164078",53.8113769019532,-1.06582671540144,0.455983669000686,0.000597951946229318,0.070870144721836,"MST1R","3:49887002-49903873","-","protein_coding",0.0698656489634742
"ENSG00000259316",34.2008701712956,-0.0949939561039846,0.181881193619995,0.000597693533111596,0.070870144721836,"AC087632.1","15:64181180-64381440","-","protein_coding",0.0698656489634742
"ENSG00000113583",407.782177308426,-0.822080814656065,0.349367957950172,0.000610156351274802,0.0710217942285804,"C5orf15","5:133955510-133968674","-","protein_coding",0.0700151490279269
"ENSG00000143971",490.322484487213,0.866628840992939,0.36848335133115,0.000615314298582785,0.0710217942285804,"ETAA1","2:67397319-67412089","+","protein_coding",0.0700151490279269
"ENSG00000204175",1052.93280077917,-0.874305997736504,0.375080237780796,0.000624673773472285,0.0710217942285804,"GPRIN2","10:46549044-46555530","-","protein_coding",0.0700151490279269
"ENSG00000204228",223.476342593787,-0.921629663229459,0.39668269503672,0.000624085228179205,0.0710217942285804,"HSD17B8","6:33204655-33206831","+","protein_coding",0.0700151490279269
"ENSG00000113522",1656.22444937512,0.786434304115879,0.334474265047083,0.000642859308355237,0.0724902910249426,"RAD50","5:132556019-132646349","+","protein_coding",0.0714628317168972
"ENSG00000076344",64.8141588848631,-1.04134093634597,0.455314358341442,0.000656132495894896,0.0733854857400495,"RGS11","16:268301-275980","-","protein_coding",0.0723453381653474
"ENSG00000278133",42.914331922335,-0.150756217297665,0.38624551230738,0.000690761619935598,0.0766355452052743,"AC135050.6","16:31122235-31124064","+","lncRNA",0.0755493320981812
"ENSG00000059378",228.562389654086,-0.906785532766308,0.398717838675437,0.000700005431024194,0.0770397977167988,"PARP12","7:140023744-140063721","-","protein_coding",0.0759478548354159
"ENSG00000254682",218.500705891242,0.824812319705549,0.360939119888894,0.000729157056860893,0.0796112192955182,"AP002387.2","11:71448674-71452157","+","lncRNA",0.0784828297259154
"ENSG00000111674",1199.15856184559,-0.829611000578365,0.368952103836987,0.000769882684775762,0.0833958747595288,"ENO2","12:6913745-6923698","+","protein_coding",0.0822138424271606
"ENSG00000254870",74.3256204434996,1.07314609830909,0.484958607940703,0.000777294053572907,0.0835408929297068,"ATP6V1G2-DDX39B","6:31530219-31546608","-","protein_coding",0.0823568051459578
"ENSG00000126091",96.0697118522807,-0.852309644025129,0.380258158580373,0.000793227214322353,0.0845924557165319,"ST3GAL3","1:43705824-43931165","+","protein_coding",0.0833934633440712
"ENSG00000110455",176.807315037436,-0.91060217603496,0.413926333406813,0.000822316252026077,0.0857015505994147,"ACCS","11:44065925-44084222","+","protein_coding",0.0844868381926595
"ENSG00000130158",316.837907760487,-0.758339265953887,0.334740900964012,0.000819183235601981,0.0857015505994147,"DOCK6","19:11199295-11262524","-","protein_coding",0.0844868381926595
"ENSG00000163535",435.413877604566,0.817299246434605,0.365551302936192,0.000821051001268155,0.0857015505994147,"SGO2","2:200510008-200584096","+","protein_coding",0.0844868381926595
"ENSG00000162144",1386.81239199218,-0.778472546549461,0.350185685663797,0.000840099822480414,0.0868966410365643,"CYB561A3","11:61348745-61362299","-","protein_coding",0.0856649897159733
"ENSG00000140854",837.31073482679,-0.900438098522718,0.412240765278741,0.000857956158082652,0.0874289101240225,"KATNB1","16:57735739-57757244","+","protein_coding",0.0861897145541181
"ENSG00000196118",43.4102825042811,-0.115458012082192,0.224690620929815,0.000854683086445687,0.0874289101240225,"CCDC189","16:30757423-30762221","-","protein_coding",0.0861897145541181
"ENSG00000157181",219.776684381314,0.85105021384895,0.388231986179759,0.000888384046697045,0.0898639656647886,"ODR4","1:186375838-186421378","+","protein_coding",0.0885902562248805
"ENSG00000180098",328.224115445492,-0.883994573868612,0.411554005923198,0.000924504560103647,0.0918144523686326,"TRNAU1AP","1:28553085-28578545","+","protein_coding",0.0905130972165781
"ENSG00000182473",2588.29060875591,-0.744321718269691,0.339734968501596,0.000927688368048261,0.0918144523686326,"EXOC7","17:76081016-76121576","-","protein_coding",0.0905130972165781
"ENSG00000256802",964.890704020592,-0.872991414742254,0.404436874058711,0.000919937577951136,0.0918144523686326,"AC022613.1","15:29674990-29680957","+","lncRNA",0.0905130972165781
"ENSG00000125122",31.4817925898646,-0.0924792054862203,0.176929925078622,0.000934373728675281,0.0918155670384703,"LRRC29","16:67207139-67227048","-","protein_coding",0.0905141960873635
"ENSG00000135679",2861.78654900574,0.70352826236679,0.320083138995854,0.000970696925969569,0.0947083518479671,"MDM2","12:68808177-68850686","+","protein_coding",0.0933659792863457
"ENSG00000137700",226.145236997877,-0.866313592110184,0.403076309201701,0.00100499200945395,0.0966830424759299,"SLC37A4","11:119024114-119030906","-","protein_coding",0.0953126811417775
"ENSG00000140400",765.940548783266,-0.765394937492554,0.357039447677476,0.0010033768795513,0.0966830424759299,"MAN2C1","15:75355207-75368612","-","protein_coding",0.0953126811417775
"ENSG00000099365",61.9989881168149,-0.983720343410853,0.476218748385513,0.00106867553359685,0.102016048214751,"STX1B","16:30989256-31010638","-","protein_coding",0.100570098187151
"ENSG00000174720",677.594965647465,0.746880278438312,0.351192096522573,0.00108267376894335,0.102016048214751,"LARP7","4:112637107-112657592","+","protein_coding",0.100570098187151
"ENSG00000187790",150.27945203137,0.902210596822163,0.431537068640726,0.00107626578166321,0.102016048214751,"FANCM","14:45135930-45200890","+","protein_coding",0.100570098187151
"ENSG00000139190",225.497402940274,0.838100226143951,0.401348994629509,0.00110163039046858,0.103096117562423,"VAMP1","12:6462237-6470987","-","protein_coding",0.101634858901227
"ENSG00000163521",102.563141606524,-0.875714284147905,0.429512371306638,0.00116906391493714,0.10866765052561,"GLB1L","2:219236598-219245478","-","protein_coding",0.107127422345569
"ENSG00000124181",852.690176786855,-0.796860052895118,0.392933505576823,0.0012406691722771,0.114549569147759,"PLCG1","20:41136960-41196801","+","protein_coding",0.112925972119945
"ENSG00000168781",273.391560810405,-0.698244591398208,0.338788815099369,0.00125835894981752,0.114764724862245,"PPIP5K1","15:43533462-43590253","-","protein_coding",0.113138078270988
"ENSG00000171988",323.984383255233,0.847901385500958,0.41943140785997,0.00126433184875335,0.114764724862245,"JMJD1C","10:63167221-63521850","-","protein_coding",0.113138078270988
"ENSG00000260260",1809.59736738556,0.773508717678409,0.379601551558089,0.00126802632689258,0.114764724862245,"SNHG19","16:2154797-2155358","-","lncRNA",0.113138078270988
"ENSG00000108797",69.5688267416374,-0.935639102556701,0.471981317762536,0.00128106062543541,0.115186608000751,"CNTNAP1","17:42682531-42699993","+","protein_coding",0.113553981743094
"ENSG00000107890",110.871458694552,0.844905649409226,0.424593417654379,0.00135067963239014,0.116303112137197,"ANKRD26","10:26991914-27100498","-","protein_coding",0.114654660828333
"ENSG00000108039",783.453416219407,-0.745345127442956,0.373013217879125,0.00136116665117647,0.116303112137197,"XPNPEP1","10:109864766-109923553","-","protein_coding",0.114654660828333
"ENSG00000138398",837.472894359515,0.741983504876586,0.367175436940114,0.0013415106629042,0.116303112137197,"PPIG","2:169584344-169641406","+","protein_coding",0.114654660828333
"ENSG00000145014",138.819848206121,-0.892806415027761,0.457497975838999,0.00136696116982089,0.116303112137197,"TMEM44","3:194587673-194633689","-","protein_coding",0.114654660828333
"ENSG00000165874",28.0795221911457,1.1391422483077,0.58595017259888,0.00137801899239392,0.116303112137197,"SHLD2P1","10:46610474-46652025","-","transcribed_unprocessed_pseudogene",0.114654660828333
"ENSG00000182165",261.071166268863,-0.761657637266711,0.380059841143525,0.00133786800144083,0.116303112137197,"TP53TG1","7:87322943-87345528","-","lncRNA",0.114654660828333
"ENSG00000196187",59.8277434977782,-0.992714804364225,0.507882095019921,0.00131500376011151,0.116303112137197,"TMEM63A","1:225845536-225882380","-","protein_coding",0.114654660828333
