"gene_id","baseMean","log2FoldChange","lfcSE","pvalue","padj","GeneSymbol","Chromosome","Strand","Class","qvalue"
"ENSG00000236824",430.689298746278,-3.58755251936544,0.283800492759497,1.01433044067355e-37,3.25216879956399e-35,"BCYRN1","2:47335315-47335514","+","scRNA",5.9973210302542e-36
"ENSG00000241685",3596.84834189523,-3.08132275191732,0.243364013310819,1.15775310750925e-37,3.63131779024858e-35,"ARPC1A","7:99325898-99366262","+","protein_coding",6.69650928141053e-36
"ENSG00000171735",852.339676460142,-3.06730120811726,0.243176790662138,1.82542632666622e-37,5.60367043428515e-35,"CAMTA1","1:6785454-7769706","+","protein_coding",1.03337226981138e-35
"ENSG00000136425",586.714248796313,-3.56958846583607,0.283544177086903,1.95009662301398e-37,5.86166543267617e-35,"CIB2","15:78104606-78131544","-","protein_coding",1.0809491000718e-35
"ENSG00000188153",730.931561768354,3.95894955759032,0.316982700019088,7.71741714355329e-37,2.27238560300381e-34,"COL4A5","X:108439844-108697545","+","protein_coding",4.19050387777188e-35
"ENSG00000198727",61497.5495314467,3.35917280826769,0.270042380357188,1.70177009853507e-36,4.9106277963328e-34,"MT-CYB","MT:14747-15887","+","protein_coding",9.05568350531063e-35
"ENSG00000108582",2124.44924570252,3.17365254816112,0.256622332027374,4.51434663432354e-36,1.2771175145102e-33,"CPD","17:30378927-30469989","+","protein_coding",2.35513105251635e-34
"ENSG00000146648",3354.13264181567,2.89951891786173,0.235281657391278,8.61926269177589e-36,2.39151388686428e-33,"EGFR","7:55019017-55211628","+","protein_coding",4.41018821955335e-34
"ENSG00000160781",250.308043350771,4.48027543565229,0.365310142155702,1.23008013575704e-35,3.34860305635899e-33,"PAQR6","1:156243320-156248117","-","protein_coding",6.17515534081983e-34
"ENSG00000127914",543.941215922288,4.26762186214092,0.348072659438593,1.3163089618772e-35,3.51698253740079e-33,"AKAP9","7:91940867-92110673","+","protein_coding",6.48566376303048e-34
"ENSG00000111897",1504.14717715562,2.86293437631512,0.23303685345355,1.37136637574497e-35,3.59746801259061e-33,"SERINC1","6:122443351-122471807","-","protein_coding",6.63408694237179e-34
"ENSG00000197746",19343.3838983353,3.09894310424213,0.2525031937863,1.44947843029494e-35,3.73447764148132e-33,"PSAP","10:71816298-71851325","-","protein_coding",6.88674625353785e-34
"ENSG00000145495",2226.25468438868,3.09880288059794,0.254169652595768,3.90939995930666e-35,9.89558291453973e-33,"MARCH6","5:10353695-10440388","+","protein_coding",1.82484339459716e-33
"ENSG00000167615",7786.01339635964,3.79583069509589,0.312712870946038,5.43623881005605e-35,1.35053764494258e-32,"LENG8","19:54448887-54462037","+","protein_coding",2.49052503709216e-33
"ENSG00000198848",1672.58203894074,3.369126267381,0.277167982248346,5.52271423978459e-35,1.35053764494258e-32,"CES1","16:55802851-55833337","-","protein_coding",2.49052503709216e-33
"ENSG00000044574",11472.0780508246,3.31535377669538,0.274213736194106,7.67665556319052e-35,1.82445991937128e-32,"HSPA5","9:125234853-125241343","-","protein_coding",3.36448460017456e-33
"ENSG00000122034",2634.70490356938,-2.87338779420725,0.236740218842612,7.71361623798503e-35,1.82445991937128e-32,"GTF3A","13:27424619-27435823","+","protein_coding",3.36448460017456e-33
"ENSG00000262580",305.667435233954,4.71932413803811,0.390704221275114,1.04681161931658e-34,2.43603194249993e-32,"AC087741.1","17:80200673-80205949","-","lncRNA",4.49228391868358e-33
"ENSG00000111328",3981.46366687844,-2.93249285125934,0.242371675996998,1.09656135110088e-34,2.51129955137834e-32,"CDK2AP1","12:123250112-123272334","-","protein_coding",4.63108483630015e-33
"ENSG00000102595",356.422512650376,3.50030005306246,0.290115800117711,1.5973261247184e-34,3.60097208241204e-32,"UGGT2","13:95801580-96053482","-","protein_coding",6.640548793809e-33
"ENSG00000167995",806.021159742634,-3.48302104485015,0.28907345159262,1.68572114295741e-34,3.74178225393684e-32,"BEST1","11:61950063-61965515","+","protein_coding",6.90021668161133e-33
"ENSG00000142798",3265.46324484775,3.09192279072896,0.256398015062438,1.96388222256577e-34,4.29316556169377e-32,"HSPG2","1:21822244-21937310","-","protein_coding",7.91702205400931e-33
"ENSG00000101384",2160.97081780319,2.82457067363225,0.234828634503238,3.24335621423297e-34,6.98434976999303e-32,"JAG1","20:10637684-10673999","-","protein_coding",1.2879831995143e-32
"ENSG00000135862",4551.01203100666,2.95522639995004,0.245899480344544,3.50377110656969e-34,7.43417787140993e-32,"LAMC1","1:183023420-183145592","+","protein_coding",1.37093595193566e-32
"ENSG00000233237",581.204452119218,3.52396428734877,0.293971551909932,4.14471736153488e-34,8.666664071337e-32,"LINC00472","6:71343427-71420745","-","lncRNA",1.59821860120379e-32
"ENSG00000142192",7617.51456800811,3.03683900075736,0.253579432464113,5.88749702798868e-34,1.21349724456887e-31,"APP","21:25880550-26171128","-","protein_coding",2.23780898026698e-32
"ENSG00000182871",5174.25467653779,3.40276149630624,0.284758469934376,6.69701323990362e-34,1.349590563976e-31,"COL18A1","21:45405165-45513720","+","protein_coding",2.48877852608727e-32
"ENSG00000204262",5627.21135141826,2.85715627003406,0.238265349093717,6.73485726408871e-34,1.349590563976e-31,"COL5A2","2:189031898-189225312","-","protein_coding",2.48877852608727e-32
"ENSG00000121716",2061.59550954743,3.81008660989585,0.319937239022071,8.40073838323838e-34,1.66035415607347e-31,"PILRB","7:100352176-100367733","+","protein_coding",3.06185733631796e-32
"ENSG00000112306",13389.8191151084,-2.8553154676545,0.23915723459329,8.80185300376762e-34,1.71612344781567e-31,"RPS12","6:132814569-132817564","+","protein_coding",3.16470142800615e-32
"ENSG00000285508",700.399587794445,-2.85798699322988,0.239697994782074,1.04084103802193e-33,2.00230059954405e-31,"AL034430.1","20:10413520-10431922","-","protein_coding",3.69244040965711e-32
"ENSG00000198786",22434.3086108233,3.29515549754672,0.277257172140637,1.26879486140058e-33,2.40870687635362e-31,"MT-ND5","MT:12337-14148","+","protein_coding",4.44189379321582e-32
"ENSG00000197958",20344.8706865859,-2.89272131264385,0.243246249290518,1.5184858758831e-33,2.8452875606807e-31,"RPL12","9:127447674-127451406","-","protein_coding",5.24699176963961e-32
"ENSG00000005075",2143.04985882642,-3.10177538273842,0.26219955065326,2.82998086914338e-33,5.23473897179496e-31,"POLR2J","7:102473118-102478907","-","protein_coding",9.65337657985221e-32
"ENSG00000169230",7843.70558514663,-2.9593774625299,0.25075079865749,4.27040290522368e-33,7.79916115399586e-31,"PRELID1","5:177303799-177306949","+","protein_coding",1.43824248032488e-31
"ENSG00000138448",3197.29740034795,3.02432841736504,0.256576550335086,5.42353889146597e-33,9.78135239075887e-31,"ITGAV","2:186590056-186680901","+","protein_coding",1.80377815583527e-31
"ENSG00000163170",1458.9932180951,-2.94555928059943,0.25088927141864,8.71505150337028e-33,1.55235509988428e-30,"BOLA3","2:74135400-74147912","-","protein_coding",2.86269639146851e-31
"ENSG00000271533",237.283143806892,5.01318567507874,0.428830090116009,1.14614810147522e-32,2.01666156196152e-30,"Z83843.1","X:74209976-74213660","-","lncRNA",3.71892344520326e-31
"ENSG00000115414",2971.7022166116,3.97512208332358,0.34178031196776,2.08084981300971e-32,3.61716880748242e-30,"FN1","2:215360440-215436073","-","protein_coding",6.67041715731426e-31
"ENSG00000151914",3229.80724242598,3.54778822802288,0.304509730146767,2.17027809814102e-32,3.68385557646808e-30,"DST","6:56457987-56954649","-","protein_coding",6.79339415719539e-31
"ENSG00000184900",2336.25624566236,-2.89845328632645,0.248492842440142,2.14874093205217e-32,3.68385557646808e-30,"SUMO3","21:44805617-44818779","-","protein_coding",6.79339415719539e-31
"ENSG00000011426",2427.66512796573,2.7534693735957,0.23662521514929,3.67569523597265e-32,6.16661986797831e-30,"ANLN","7:36389821-36453791","+","protein_coding",1.13718571510703e-30
"ENSG00000127463",1429.42567068751,2.8329790577421,0.244012962272675,4.56303660097466e-32,7.56729794009912e-30,"EMC1","1:19215660-19251527","-","protein_coding",1.39548460966848e-30
"ENSG00000108588",2403.65580712666,2.66790503819455,0.230246901245498,6.50071621693215e-32,1.0658219724761e-29,"CCDC47","17:63745255-63776351","-","protein_coding",1.96548116779636e-30
"ENSG00000133112",26953.2973613671,-2.60911391692637,0.225625796473405,8.38188025057424e-32,1.35880638489084e-29,"TPT1","13:45333471-45341370","-","protein_coding",2.50577341165135e-30
"ENSG00000230551",679.404793183592,3.52165839167973,0.305631054669342,9.51746775076625e-32,1.52575583008951e-29,"AC021078.1","5:149494314-149504670","-","lncRNA",2.81364470628201e-30
"ENSG00000185164",2777.41679718091,2.87524184795579,0.249249804690279,1.08417711799327e-31,1.71895686356119e-29,"NOMO2","16:18417325-18562211","-","protein_coding",3.16992652697408e-30
"ENSG00000150093",29342.4336128207,2.49075747939185,0.215695738784936,1.19558792371107e-31,1.87499375688079e-29,"ITGB1","10:32900318-33005792","-","protein_coding",3.45767399627106e-30
"ENSG00000164713",3072.58240659556,-2.90569913925535,0.252811488366264,1.60338758127651e-31,2.48749204544703e-29,"BRI3","7:98252379-98310441","+","protein_coding",4.58718143989007e-30
"ENSG00000136068",15372.3191189404,2.98128213063551,0.259286404546955,1.67537867628371e-31,2.57152803632142e-29,"FLNB","3:58008400-58172251","+","protein_coding",4.74215212143549e-30
"ENSG00000197565",479.503705774181,3.15234707721619,0.274713284890779,1.86496522183778e-31,2.83239139165004e-29,"COL4A6","X:108155607-108439497","-","protein_coding",5.22320995802282e-30
"ENSG00000011028",2558.6246462937,3.20117120282766,0.279078592833743,1.94583874832213e-31,2.92443348549914e-29,"AC080038.1","17:62627670-62693597","+","protein_coding",5.39294468556334e-30
"ENSG00000164073",315.034450418323,3.34215925800873,0.291481052433205,1.98114660714209e-31,2.94680239668516e-29,"MFSD8","4:127917732-127966034","-","protein_coding",5.43419517093108e-30
"ENSG00000176871",2276.6450607759,-2.94150458480587,0.256414236081247,2.1088646546181e-31,3.10476522824795e-29,"WSB2","12:118032694-118062430","-","protein_coding",5.72549426089745e-30
"ENSG00000035403",3656.83707701566,2.63213724662608,0.229317737077127,2.41536212802358e-31,3.52008533162871e-29,"VCL","10:73995193-74121363","+","protein_coding",6.49138562257177e-30
"ENSG00000152952",3134.85799447834,2.45216887815535,0.213382984796569,2.44285382000945e-31,3.52454949150964e-29,"PLOD2","3:146069440-146163653","-","protein_coding",6.49961797506832e-30
"ENSG00000198791",2747.21738300889,-2.63384239590318,0.229906545091861,2.88196730457477e-31,4.11693309607969e-29,"CNOT7","8:17224966-17246878","-","protein_coding",7.59203195128691e-30
"ENSG00000074695",1824.06741909266,2.74744007969217,0.241506468600457,7.20434530864982e-31,1.01906170699215e-28,"LMAN1","18:59327823-59359265","-","protein_coding",1.87925061186558e-29
"ENSG00000114857",1544.73155181518,3.69268541089359,0.325868402957591,7.99683232283307e-31,1.12017763838675e-28,"NKTR","3:42600655-42648735","+","protein_coding",2.06571839358954e-29
"ENSG00000165282",1363.75400978804,3.15252338803827,0.27899743435559,1.41769245484443e-30,1.96677564793225e-28,"PIGO","9:35088688-35096601","-","protein_coding",3.62692888410874e-29
"ENSG00000023839",11464.4504938328,3.0428064967736,0.269350707925381,1.59261015438308e-30,2.18839802927991e-28,"ABCC2","10:99782640-99852594","+","protein_coding",4.03562248224224e-29
"ENSG00000127415",217.210358973853,4.37573826848931,0.388052173658169,1.67387711008239e-30,2.27836782493101e-28,"IDUA","4:986997-1004564","+","protein_coding",4.20153568687614e-29
"ENSG00000145623",1778.74117584765,2.98503568539794,0.264686423967271,1.98453813616345e-30,2.67597347930525e-28,"OSMR","5:38845858-38945596","+","protein_coding",4.93475985194602e-29
"ENSG00000204379",1411.54432810569,-2.48509594702031,0.220245751422067,2.27910507424216e-30,3.04471555658943e-28,"XAGE1A","X:52495676-52500812","+","protein_coding",5.61475672515029e-29
"ENSG00000108679",1420.72878395875,3.20830425245329,0.285854072339776,3.3275961024832e-30,4.40463821712181e-28,"LGALS3BP","17:78971238-78979947","-","protein_coding",8.12258865952697e-29
"ENSG00000142669",1623.88971775269,-2.86555553697827,0.255746285659902,4.42981387853902e-30,5.81030496723282e-28,"SH3BGRL3","1:26280086-26281522","+","protein_coding",1.07147772209264e-28
"ENSG00000230590",1219.6753638136,4.01390032738179,0.359473256730345,4.86738745330988e-30,6.32672668255451e-28,"FTX","X:73940435-74293574","-","lncRNA",1.16671099578353e-28
"ENSG00000181817",737.671898421077,-2.87634155292974,0.257575334647424,6.51987043050912e-30,8.398990229588e-28,"LSM10","1:36391238-36397908","-","protein_coding",1.54885689646739e-28
"ENSG00000139641",1626.31358506495,2.77588991070973,0.248539592621823,7.43919863406976e-30,9.49847414976624e-28,"ESYT1","12:56118250-56144671","+","protein_coding",1.75161260944869e-28
"ENSG00000281207",153.799323849961,4.661811556162,0.41917300686573,8.45018900044879e-30,1.06946777981119e-27,"SLFNL1-AS1","1:41014590-41043890","+","lncRNA",1.97220439723202e-28
"ENSG00000153214",580.861541652461,2.95087875042181,0.264649735579616,8.52611477385894e-30,1.06969377354119e-27,"TMEM87B","2:112055269-112119318","+","protein_coding",1.97262115202957e-28
"ENSG00000128185",847.445145324198,-2.8472273255588,0.255851803428514,1.05494302733398e-29,1.31213086192885e-27,"DGCR6L","22:20314276-20320080","-","protein_coding",2.41969912931533e-28
"ENSG00000228474",3247.62722728697,-2.46876622480285,0.221520308995045,1.09649463939998e-29,1.35215595361221e-27,"OST4","2:27070472-27071654","-","protein_coding",2.49350935839158e-28
"ENSG00000084234",4148.65217062479,2.84242385030246,0.255624493003931,1.2750727302399e-29,1.55904655524587e-27,"APLP2","11:130068147-130144811","+","protein_coding",2.87503609719611e-28
"ENSG00000155380",947.075592674422,2.79602768497425,0.251685481189407,1.4015874026566e-29,1.69933639038062e-27,"SLC16A1","1:112911847-112957013","-","protein_coding",3.13374443321402e-28
"ENSG00000173915",2485.91055380167,-2.50544008270688,0.225363366369019,1.43957316107953e-29,1.73084679733795e-27,"ATP5MD","10:103389041-103396492","-","protein_coding",3.19185274122755e-28
"ENSG00000270069",148.843151902662,6.11500788135883,0.550042521705614,1.68868173435702e-29,2.01357851762836e-27,"MIR222HG","X:45745211-45770274","-","lncRNA",3.71323800642193e-28
"ENSG00000135506",3124.37210976025,2.8199440240982,0.25411338003238,1.80254941693834e-29,2.13173631045789e-27,"OS9","12:57693955-57721557","+","protein_coding",3.9311326667237e-28
"ENSG00000196878",295.997389832339,3.19195364014082,0.288450346337446,1.96421384660872e-29,2.30403881129029e-27,"LAMB3","1:209614870-209652425","-","protein_coding",4.24887552556488e-28
"ENSG00000134910",1805.17714077793,2.76822466447117,0.249806658465737,2.01633923328798e-29,2.34610826273218e-27,"STT3A","11:125591712-125625215","+","protein_coding",4.3264557563012e-28
"ENSG00000142156",497.46633832804,3.52531833407296,0.319338410169574,2.12569822355362e-29,2.45356591755453e-27,"COL6A1","21:45981737-46005050","+","protein_coding",4.52461830346489e-28
"ENSG00000258727",215.235587239385,4.32108037835286,0.392020633060453,2.55585903413359e-29,2.92666144003805e-27,"AL135999.1","14:23561097-23568073","+","lncRNA",5.397053254163e-28
"ENSG00000131389",4222.65859843586,2.63490769866806,0.238394970694993,3.04507229824854e-29,3.45939394638818e-27,"SLC6A6","3:14402576-14489349","+","protein_coding",6.37946470348937e-28
"ENSG00000198743",525.011707446463,3.14575798476484,0.285188636814034,3.15095902472853e-29,3.55172162568619e-27,"SLC5A3","21:34073578-34106260","+","protein_coding",6.54972607885301e-28
"ENSG00000159346",2347.82627578813,-2.60857960128473,0.236314613583587,3.25985197154018e-29,3.6459801740606e-27,"ADIPOR1","1:202940826-202958572","-","protein_coding",6.72354816783034e-28
"ENSG00000137845",2918.39111510813,2.55444082930786,0.231334031993948,3.59216753092292e-29,3.95632008672946e-27,"ADAM10","15:58588809-58749791","-","protein_coding",7.29584567127657e-28
"ENSG00000230373",341.739881687012,3.83640716737766,0.348627057277812,3.56648642725145e-29,3.95632008672946e-27,"GOLGA6L5P","15:84507885-84516814","-","transcribed_unprocessed_pseudogene",7.29584567127657e-28
"ENSG00000221978",3123.0542831449,3.02454699082102,0.274506272118842,3.6289211546925e-29,3.96652078938662e-27,"CCNL2","1:1385711-1399335","-","protein_coding",7.31465677621595e-28
"ENSG00000107789",796.387365811699,2.73328531169192,0.248321823222917,4.7442673747621e-29,5.14663832203515e-27,"MINPP1","10:87504875-87553461","+","protein_coding",9.49091026517187e-28
"ENSG00000156535",1465.30523732705,3.03908721675249,0.276614712775724,5.11272235342401e-29,5.50495209814937e-27,"CD109","6:73695785-73828316","+","protein_coding",1.0151676319261e-27
"ENSG00000182220",1818.02503595995,2.66689486626538,0.243000362894631,7.22129409531032e-29,7.71769120052869e-27,"ATP6AP2","X:40579372-40606848","+","protein_coding",1.42321861485615e-27
"ENSG00000182985",555.534212049476,2.83650848527289,0.258782344468826,7.33801413014205e-29,7.7847696963007e-27,"CADM1","11:115169218-115504957","-","protein_coding",1.43558855313934e-27
"ENSG00000149547",3196.99140699391,-2.70501016044031,0.246810146717296,7.48410108357823e-29,7.88179638203406e-27,"EI24","11:125569280-125584684","+","protein_coding",1.45348123395353e-27
"ENSG00000155304",539.946095586593,2.82995091015732,0.258317331183835,7.8530504168024e-29,8.21042111692935e-27,"HSPA13","21:14371115-14383484","-","protein_coding",1.51408288642352e-27
"ENSG00000167004",4929.81832534172,2.88718115855749,0.264191169655068,1.14797663039194e-28,1.19158322469747e-26,"PDIA3","15:43746410-43773278","+","protein_coding",2.19739735948957e-27
"ENSG00000182512",2180.04295248424,-2.87049676358466,0.26344171807713,1.35937085524853e-28,1.40092876425184e-26,"GLRX5","14:95533503-95544724","+","protein_coding",2.58345124670711e-27
"ENSG00000072042",1639.05414675835,2.50576652845013,0.229781459152891,1.63787043447193e-28,1.67597125025255e-26,"RDH11","14:67676800-67695793","-","protein_coding",3.090656803112e-27
"ENSG00000100568",2365.04690894846,-2.64652761958387,0.243074299049962,1.72326246637288e-28,1.75093175104422e-26,"VTI1B","14:67647085-67674820","-","protein_coding",3.22889138303187e-27
"ENSG00000102287",908.829063818671,3.54179725995444,0.326933500620289,2.17612419831777e-28,2.19560279254048e-26,"GABRE","X:151953124-151974680","-","protein_coding",4.04890877852134e-27
"ENSG00000134250",882.241540978011,2.7719391568669,0.255200314797392,2.28808015898105e-28,2.29252920373462e-26,"NOTCH2","1:119911553-120100779","-","protein_coding",4.2276506704919e-27
"ENSG00000026036",346.598783932967,4.03796544849039,0.373955489431719,2.52824279455751e-28,2.51568876137075e-26,"RTEL1-TNFRSF6B","20:63659300-63698684","+","protein_coding",4.63917897378685e-27
"ENSG00000168028",46078.9039268384,-2.54077702691299,0.234101508910723,2.67213628401796e-28,2.64065632231583e-26,"RPSA","3:39406716-39412542","+","protein_coding",4.86963152024016e-27
"ENSG00000139433",944.750255699136,-2.77224903349032,0.25622195694912,3.23848777426763e-28,3.17856473517914e-26,"GLTP","12:109850945-109880541","-","protein_coding",5.86158785327191e-27
"ENSG00000075213",610.279981405424,3.10721886595504,0.287484618292602,3.49927355258476e-28,3.38842408165724e-26,"SEMA3A","7:83955777-84492724","-","protein_coding",6.24858925129199e-27
"ENSG00000175324",1067.93334948078,-2.66051341049151,0.245854208873655,3.47598619584437e-28,3.38842408165724e-26,"LSM1","8:38163335-38176730","-","protein_coding",6.24858925129199e-27
"ENSG00000117385",681.998201209213,3.06004541069525,0.283468722888621,3.98463378645104e-28,3.83268641806105e-26,"P3H1","1:42746335-42767084","-","protein_coding",7.06785295415439e-27
