"gene_id","baseMean","log2FoldChange","lfcSE","pvalue","padj","GeneSymbol","Chromosome","Strand","Class","qvalue"
"ENSG00000277701",253.774889548023,5.39265289732643,0.417993239693226,2.41492670320977e-39,1.02641487612013e-36,"AC159540.2","2:97281356-97291849","+","lncRNA",2.72289900489945e-37
"ENSG00000108797",359.27268942764,4.16963349120994,0.323085858778317,3.11760090999779e-39,1.28721287858223e-36,"CNTNAP1","17:42682531-42699993","+","protein_coding",3.41475045591126e-37
"ENSG00000108846",12229.8786787409,3.78150582486301,0.29311253205749,4.04779926600046e-39,1.62485408869369e-36,"ABCC3","17:50634777-50692253","+","protein_coding",4.31045348634739e-37
"ENSG00000138834",2640.081113455,4.03558335486404,0.317165067979179,3.6177734026234e-38,1.41298495787326e-35,"MAPK8IP3","16:1706183-1770317","+","protein_coding",3.74840176739674e-36
"ENSG00000101115",361.769673083982,4.35627729035272,0.343335835676281,4.16872681246798e-38,1.58532292544671e-35,"SALL4","20:51782331-51802521","-","protein_coding",4.20558422970275e-36
"ENSG00000102287",729.149554702583,4.54084561836339,0.358138455730334,4.56655183439166e-38,1.69208309125112e-35,"GABRE","X:151953124-151974680","-","protein_coding",4.4888002625126e-36
"ENSG00000175265",690.541364337556,5.00306139638189,0.396818497349604,1.39457786599908e-37,5.03826118538819e-35,"GOLGA8A","15:34379068-34437466","-","protein_coding",1.33656250384581e-35
"ENSG00000244257",518.875147652609,5.13194501791318,0.408631217618662,1.77715194870014e-37,6.26381044162579e-35,"PKD1P1","16:16310341-16334190","+","unprocessed_pseudogene",1.66167926977565e-35
"ENSG00000225138",191.746465338468,5.03940884756059,0.402720206340852,5.42563764821788e-37,1.86680689653325e-34,"SLC9A3-AS1","5:473236-480884","+","lncRNA",4.95231193464786e-35
"ENSG00000023839",18611.3855465752,3.69587554496445,0.296331355182187,7.52441561646096e-37,2.52872860635994e-34,"ABCC2","10:99782640-99852594","+","protein_coding",6.70827436946889e-35
"ENSG00000135473",1176.45620270141,3.69324348681809,0.295900083355002,8.4800801899573e-37,2.78512815511529e-34,"PAN2","12:56316223-56334053","-","protein_coding",7.38845749269256e-35
"ENSG00000246922",178.20044345634,4.92750207327436,0.396228977971747,1.37992620444737e-36,4.431403017882e-34,"UBAP1L","15:65092770-65115197","-","protein_coding",1.17557365432096e-34
"ENSG00000143630",294.874018202565,4.20635865392339,0.338424172957455,1.41121807421924e-36,4.43337225881352e-34,"HCN3","1:155277463-155289848","+","protein_coding",1.17609605947092e-34
"ENSG00000179532",565.935422596136,4.3016430222858,0.34750392554924,2.44421267237635e-36,7.51517389968312e-34,"DNHD1","11:6497260-6593758","+","protein_coding",1.99364409160205e-34
"ENSG00000261326",172.166777062689,6.17354337192738,0.494473327130235,2.70667172971153e-36,8.14877357626278e-34,"LINC01355","1:23281307-23287488","-","lncRNA",2.16172699540648e-34
"ENSG00000154529",2576.63594108849,3.57525331206664,0.288580324597025,3.1372671379953e-36,9.25237702268778e-34,"CNTNAP3B","9:41890314-42129510","-","protein_coding",2.45449367250622e-34
"ENSG00000266086",1026.01698904209,4.43353994078023,0.359181358816085,3.44940533155652e-36,9.96947128926465e-34,"AC015813.2","17:57989038-58007246","-","protein_coding",2.6447262295656e-34
"ENSG00000102878",240.198404463293,4.24580912277097,0.344370250839493,6.30476864932175e-36,1.78647474022252e-33,"HSF4","16:67164681-67169945","+","protein_coding",4.73920478512296e-34
"ENSG00000168970",203.90441676658,4.9806510023634,0.404340291744141,6.68347433537861e-36,1.85736322347224e-33,"JMJD7-PLA2G4B","15:41828095-41848155","+","protein_coding",4.92725952301716e-34
"ENSG00000214548",900.542647563628,4.76917811927892,0.389419170294792,1.06227483346687e-35,2.89640256951504e-33,"MEG3","14:100779410-100861031","+","lncRNA",7.68364903686146e-34
"ENSG00000139631",322.277350536461,4.14433622831864,0.338003625941205,1.12188956204106e-35,3.00230112241766e-33,"CSAD","12:53157663-53180909","-","protein_coding",7.96457936145772e-34
"ENSG00000117335",3439.74727887424,3.66096757931272,0.298844709071422,1.54021749372773e-35,4.04685145488353e-33,"CD46","1:207752057-207795513","+","protein_coding",1.07355885576512e-33
"ENSG00000163346",676.92052181833,3.55696609968562,0.290970372742884,2.21124868935121e-35,5.70620621603828e-33,"PBXIP1","1:154944076-154956123","-","protein_coding",1.51375662891145e-33
"ENSG00000267519",1081.19081430296,4.76104096088782,0.394393392885744,9.05146716251954e-35,2.29478512220298e-32,"AC020916.1","19:13823880-13842928","-","lncRNA",6.08766325496363e-33
"ENSG00000258727",182.184211216944,4.92140876723714,0.407353173873174,1.14204958397202e-34,2.8454756099965e-32,"AL135999.1","14:23561097-23568073","+","lncRNA",7.54854872740399e-33
"ENSG00000197774",517.926688441667,4.32512565398725,0.359103719584383,1.30574823230154e-34,3.19819791609992e-32,"EME2","16:1773207-1781708","+","protein_coding",8.48425926574426e-33
"ENSG00000196689",606.962731946746,3.59635440832224,0.298528985847251,1.9880662648214e-34,4.78825759882235e-32,"TRPV1","17:3565444-3609411","-","protein_coding",1.27024092833877e-32
"ENSG00000283486",767.256590110531,4.13855866303173,0.345437640434057,3.16237202318077e-34,7.49171116507956e-32,"FAM95C","9:38540569-38577207","-","protein_coding",1.98741983879838e-32
"ENSG00000011028",2228.26820774032,3.64321464244757,0.303820173967963,3.63667706800613e-34,8.47377362236561e-32,"AC080038.1","17:62627670-62693597","+","protein_coding",2.24794381890682e-32
"ENSG00000234771",825.533966882299,4.08536564594116,0.34133198279055,3.69419236183678e-34,8.47377362236561e-32,"SLC25A25-AS1","9:128108581-128118693","-","lncRNA",2.24794381890682e-32
"ENSG00000075826",158.058430736157,5.74797730746042,0.481249913610386,6.42706665416356e-34,1.45121156592684e-31,"SEC31B","10:100486646-100519864","-","protein_coding",3.84981026745981e-32
"ENSG00000062716",9219.63621717223,3.75116650967992,0.314134984438316,6.64283798199441e-34,1.47685617965848e-31,"VMP1","17:59707192-59842255","+","protein_coding",3.91784093891195e-32
"ENSG00000274471",367.288783320515,4.08468284005273,0.344111438476884,1.30343623829038e-33,2.85393289083852e-31,"AC242376.2","15:23309607-23314566","+","transcribed_unprocessed_pseudogene",7.57098441313366e-32
"ENSG00000197081",1612.8720207437,3.79803619634679,0.319809814094143,1.47731346218774e-33,3.18636669284703e-31,"IGF2R","6:159969099-160113507","+","protein_coding",8.45287310136617e-32
"ENSG00000243970",221.718541270944,4.13063442742904,0.347976750821068,1.5210304873564e-33,3.23241346658638e-31,"PPIEL","1:39522280-39559671","-","transcribed_unprocessed_pseudogene",8.57502713216866e-32
"ENSG00000225783",179.321542614768,5.45975886351367,0.460663474642815,1.73120110793257e-33,3.6257372769179e-31,"MIAT","22:26646411-26676475","+","lncRNA",9.61844635442632e-32
"ENSG00000166436",519.238409511546,3.62656043182808,0.307172135101667,3.45644762786612e-33,7.13558923861333e-31,"TRIM66","11:8612037-8682694","-","protein_coding",1.89294692518832e-31
"ENSG00000257354",187.704732082585,4.70464113124408,0.399809316583617,4.57048012622347e-33,9.30253638085287e-31,"AC048341.1","12:62602752-62622213","+","lncRNA",2.46780007224882e-31
"ENSG00000139182",1552.16453137716,3.39206948055656,0.288519379536501,6.40789014441813e-33,1.28611695106926e-30,"CLSTN3","12:7129698-7158945","+","protein_coding",3.41184315204813e-31
"ENSG00000188157",4674.5439356098,3.89781229559754,0.331659235697996,7.80625015698651e-33,1.54531672628236e-30,"AGRN","1:1020120-1056118","+","protein_coding",4.09945478591859e-31
"ENSG00000003436",2587.87082009396,3.13688442207981,0.267031407941695,8.35792846150251e-33,1.63216789455639e-30,"TFPI","2:187464230-187565760","-","protein_coding",4.32985573310833e-31
"ENSG00000198727",64413.6781942545,3.79974316949028,0.322884396832904,1.00843987370887e-32,1.94306194866225e-30,"MT-CYB","MT:14747-15887","+","protein_coding",5.15460324042615e-31
"ENSG00000284946",671.680586443728,3.42988508479481,0.293073837821238,1.22074363802586e-32,2.32117977804102e-30,"AC068831.7","15:90966190-91022566","-","protein_coding",6.15768365683829e-31
"ENSG00000099725",439.71738653399,3.4742575852723,0.296933240924387,1.29688799665822e-32,2.43393875840363e-30,"PRKY","Y:7273972-7381548","+","protein_coding",6.45681349465146e-31
"ENSG00000177943",290.807415908397,3.83239415306516,0.328133287047007,1.47439988861e-32,2.73160933209014e-30,"MAMDC4","9:136850943-136860799","+","protein_coding",7.24648142302625e-31
"ENSG00000237973",701.517521637733,3.90674794813526,0.335466136730435,2.0340149584408e-32,3.72070255245924e-30,"MTCO1P12","1:631074-632616","+","unprocessed_pseudogene",9.87037260792036e-31
"ENSG00000131067",293.621579943591,3.86064575189657,0.331694214790542,2.18325812276005e-32,3.94378289150068e-30,"GGT7","20:34844720-34872856","-","protein_coding",1.04621656998957e-30
"ENSG00000270069",175.484141209523,6.63829175878013,0.56530022643703,2.73353959315784e-32,4.87683711860789e-30,"MIR222HG","X:45745211-45770274","-","lncRNA",1.29373952446106e-30
"ENSG00000100288",520.134895755501,3.51986205226091,0.302819740843748,2.80062634851476e-32,4.93559162955937e-30,"CHKB","22:50578949-50601455","-","protein_coding",1.30932606779019e-30
"ENSG00000197978",715.549219388191,3.37836163478697,0.29126562856186,4.05187529516679e-32,7.05465661330786e-30,"GOLGA6L9","15:82430018-82439153","+","protein_coding",1.871476916322e-30
"ENSG00000106714",1820.88182841905,3.39478942380888,0.293522819025171,6.25676898449373e-32,1.07638772136808e-29,"CNTNAP3","9:39072767-39288315","-","protein_coding",2.85546821620316e-30
"ENSG00000213199",274.627968562131,4.17654297705651,0.36257958663841,6.75827803132829e-32,1.14898677447912e-29,"ASIC3","7:151048292-151052756","+","protein_coding",3.04806079652499e-30
"ENSG00000128159",1001.53650124144,3.71589573372461,0.323598210368725,1.36790754932802e-31,2.29856185992316e-29,"TUBGCP6","22:50217689-50245023","-","protein_coding",6.09768227906323e-30
"ENSG00000169174",629.074141895556,3.39924517356222,0.295916075475437,1.46435075528277e-31,2.43233709937831e-29,"PCSK9","1:55039548-55064852","+","protein_coding",6.45256457360821e-30
"ENSG00000129003",1497.91651239593,3.71064520982995,0.323617801187054,1.83363114684339e-31,3.01111405716294e-29,"VPS13C","15:61852389-62060473","-","protein_coding",7.98795853473984e-30
"ENSG00000204410",520.948743217114,3.42483055851902,0.298492156570541,1.85639596356376e-31,3.01424472690561e-29,"MSH5","6:31739677-31762678","+","protein_coding",7.99626365358145e-30
"ENSG00000223705",1135.97226477109,3.82844905229277,0.334381990789723,1.99031802237669e-31,3.19578730459618e-29,"NSUN5P1","7:75410322-75416787","+","transcribed_unprocessed_pseudogene",8.47786433537308e-30
"ENSG00000166340",1084.76057548911,3.42203152605365,0.298914651202041,2.30244385286991e-31,3.65633144151902e-29,"TPP1","11:6612768-6619448","-","protein_coding",9.69960731797646e-30
"ENSG00000182796",270.392922585426,4.0027395637919,0.349992414583889,2.46870084695526e-31,3.87773868905984e-29,"TMEM198B","12:55829608-55836246","+","transcribed_unitary_pseudogene",1.02869619910549e-29
"ENSG00000133624",295.917882296981,3.96661912468199,0.348204932038351,3.2652923116734e-31,5.07354837524158e-29,"ZNF767P","7:149547154-149624752","-","transcribed_unprocessed_pseudogene",1.34592357765454e-29
"ENSG00000230373",389.872240982721,3.5740015481852,0.313229884577139,3.3002113851824e-31,5.07354837524158e-29,"GOLGA6L5P","15:84507885-84516814","-","transcribed_unprocessed_pseudogene",1.34592357765454e-29
"ENSG00000184445",1962.44769753654,3.21195142711362,0.282040960603072,5.34307701460081e-31,8.12766378294697e-29,"KNTC1","12:122527246-122626396","+","protein_coding",2.15612693674107e-29
"ENSG00000151006",134.684151331637,5.24182607208576,0.460768776101531,7.48728676449106e-31,1.12707063576729e-28,"PRSS53","16:31083425-31089628","-","protein_coding",2.9899211166762e-29
"ENSG00000251432",315.100919085687,3.55666980898972,0.313967933900799,8.59701857994325e-31,1.28077851029649e-28,"LINC02615","4:128292751-128519398","+","lncRNA",3.39768120310715e-29
"ENSG00000221978",4427.62202669178,3.65653283376382,0.323520483668926,1.02944813239293e-30,1.5180158123684e-28,"CCNL2","1:1385711-1399335","-","protein_coding",4.02703023999798e-29
"ENSG00000143554",148.745189482169,4.44077019205213,0.393102429217176,1.49810810066657e-30,2.18678385482148e-28,"SLC27A3","1:153774354-153780157","+","protein_coding",5.80115479690953e-29
"ENSG00000105270",242.988009617844,3.82814342524001,0.340607959850207,2.21967733465797e-30,3.20765571631424e-28,"CLIP3","19:36014660-36033343","-","protein_coding",8.5093491542399e-29
"ENSG00000134871",1177.50693801822,4.07483652564719,0.363665063642531,3.01770184466392e-30,4.31770389675626e-28,"COL4A2","13:110305812-110513209","+","protein_coding",1.1454112676512e-28
"ENSG00000233237",551.660459021357,3.83095062069977,0.34235133689439,3.5765413958719e-30,5.06711761879851e-28,"LINC00472","6:71343427-71420745","-","lncRNA",1.34421761053277e-28
"ENSG00000012171",247.175881582311,3.81011531028177,0.340360650194956,3.73240354919055e-30,5.236598416442e-28,"SEMA3B","3:50267558-50277546","+","protein_coding",1.38917789959225e-28
"ENSG00000137642",304.750075542174,3.52714496873648,0.31495295938632,4.04697972282933e-30,5.62335615140449e-28,"SORL1","11:121452314-121633763","+","protein_coding",1.49177795695377e-28
"ENSG00000269352",128.704308895454,4.76671209909098,0.425412736408372,4.42543730848012e-30,6.09066614712821e-28,"PTOV1-AS2","19:49856970-49859289","-","lncRNA",1.61574711912585e-28
"ENSG00000267056",260.788998012448,4.37088874616702,0.391689212514615,5.44567465015301e-30,7.42409852541143e-28,"AC005336.1","19:15910582-15911824","-","processed_pseudogene",1.96948338897149e-28
"ENSG00000013288",551.065895836742,3.55620275509911,0.318902629723048,6.04736913229767e-30,8.16733937671342e-28,"MAN2B2","4:6575175-6623362","+","protein_coding",2.16665217729427e-28
"ENSG00000141756",3169.92995956565,3.50897882858722,0.314543420794799,6.52883231352101e-30,8.73594034839742e-28,"FKBP10","17:41812680-41823217","+","protein_coding",2.3174920624132e-28
"ENSG00000142303",1185.75768198846,3.41325069894368,0.306227195068517,7.22869040008626e-30,9.58365183226115e-28,"ADAMTS10","19:8580240-8610735","-","protein_coding",2.54237508092318e-28
"ENSG00000228315",221.827849023132,3.75135419296998,0.33713296706676,8.07233960335548e-30,1.06048526916445e-27,"GUSBP11","22:23638487-23717356","-","lncRNA",2.81328179403789e-28
"ENSG00000114857",1864.06964063531,3.29276285260923,0.295923490365025,9.75140834191778e-30,1.26952794548697e-27,"NKTR","3:42600655-42648735","+","protein_coding",3.3678354239421e-28
"ENSG00000198848",3441.78949075434,3.45563725649362,0.311414578008641,1.21431575300524e-29,1.56679258452489e-27,"CES1","16:55802851-55833337","-","protein_coding",4.15642647874811e-28
"ENSG00000164050",577.460714412423,3.30404339368433,0.297797328514379,1.3560643474104e-29,1.73420229065731e-27,"PLXNB1","3:48403854-48430086","-","protein_coding",4.60053512608335e-28
"ENSG00000100299",336.946276435646,3.54102998798289,0.319582026233828,1.4168575994666e-29,1.79605343595542e-27,"ARSA","22:50622754-50628173","-","protein_coding",4.7646153882681e-28
"ENSG00000125844",3183.87547388924,3.51956111570364,0.317782468557825,1.48488828719103e-29,1.86592353375631e-27,"RRBP1","20:17613678-17682295","-","protein_coding",4.94996852782254e-28
"ENSG00000253352",3172.72158278602,3.46025218040709,0.312289059279377,1.56378561556346e-29,1.94812637331961e-27,"TUG1","22:30969245-30979395","+","lncRNA",5.16803827257616e-28
"ENSG00000245849",175.75358614622,4.0715714009744,0.367240306227988,1.64433884377176e-29,2.03096928473041e-27,"RAD51-AS1","15:40686183-40695107","-","lncRNA",5.38780601590437e-28
"ENSG00000149311",1696.3793284274,3.47685192887781,0.31408537319598,1.72613826646222e-29,2.11393424480047e-27,"ATM","11:108222484-108369102","+","protein_coding",5.6078975329625e-28
"ENSG00000225828",286.45949863282,3.97057943192371,0.360139438989031,1.95856496190448e-29,2.37842203903208e-27,"FAM229A","1:32361270-32364278","-","protein_coding",6.3095373556856e-28
"ENSG00000163728",500.963723977285,3.76681173004412,0.341153385101488,1.97958772414767e-29,2.38391851680483e-27,"TTC14","3:180602163-180617828","+","protein_coding",6.3241185491251e-28
"ENSG00000171560",1264.81779767474,3.23366323616908,0.292170205067094,1.99616946881356e-29,2.38402024742353e-27,"FGA","4:154583128-154590745","-","protein_coding",6.32438842264979e-28
"ENSG00000125740",203.053706210862,5.65578595278417,0.514476184827801,2.01316170303619e-29,2.3846065385718e-27,"FOSB","19:45467995-45475179","+","protein_coding",6.32594375044303e-28
"ENSG00000091136",4277.20619626736,3.39009731758233,0.307382638887226,2.30345923837557e-29,2.70628369542808e-27,"LAMB1","7:107923799-108003187","-","protein_coding",7.17929694190665e-28
"ENSG00000142102",483.762626281542,4.20516604606896,0.382640313026357,3.09508012308231e-29,3.60701635956955e-27,"PGGHG","11:289135-296107","+","protein_coding",9.56878303757015e-28
"ENSG00000258472",239.665610662687,3.90624484120194,0.35560353716682,3.21164283143339e-29,3.71291604456351e-27,"AC005726.1","17:28455752-28614197","-","protein_coding",9.84971636540656e-28
"ENSG00000186166",675.249906448476,4.16165580561136,0.379159075183991,3.35299838214004e-29,3.84556981113537e-27,"CCDC84","11:118998138-119015793","+","protein_coding",1.02016235886924e-27
"ENSG00000123384",673.466549555479,3.60298676756468,0.327740533081677,3.65692377342109e-29,4.1611185393471e-27,"LRP1","12:57128493-57213351","+","protein_coding",1.10387191316689e-27
"ENSG00000064687",566.146705546543,3.68010049164021,0.335254468184883,4.38172040954291e-29,4.94689387799254e-27,"ABCA7","19:1040101-1065572","+","protein_coding",1.31232435646739e-27
"ENSG00000260261",121.482097110059,6.07802331701553,0.549889820537074,4.77608491239402e-29,5.35032581930279e-27,"AC124944.2","3:195913078-195954485","-","transcribed_unprocessed_pseudogene",1.41934778891127e-27
"ENSG00000170017",2208.45270946301,2.93289887367847,0.266701980994177,4.88981768833455e-29,5.43559657031712e-27,"ALCAM","3:105366909-105576900","+","protein_coding",1.44196862659453e-27
"ENSG00000014123",331.685829129241,3.58345570012006,0.327012158756314,5.97217715175547e-29,6.58808641374186e-27,"UFL1","6:96521595-96555276","+","protein_coding",1.74770400912134e-27
"ENSG00000157227",134.456859002014,4.45775711710395,0.407457406705661,6.54635278647374e-29,7.16676849373727e-27,"MMP14","14:22836560-22849027","+","protein_coding",1.90121823581774e-27
"ENSG00000213906",268.222530790263,4.73453515138304,0.434268299959519,7.78826996512859e-29,8.46227738842656e-27,"LTB4R2","14:24305734-24312053","+","protein_coding",2.24489406927039e-27
"ENSG00000151914",3355.41209263038,3.14462347837276,0.287624408068589,9.11402609657659e-29,9.82886500907673e-27,"DST","6:56457987-56954649","-","protein_coding",2.60742584457377e-27
"ENSG00000254413",276.763630320509,3.82349451148176,0.350923063345859,9.32990924669925e-29,9.98714952030006e-27,"CHKB-CPT1B","22:50568869-50582965","-","protein_coding",2.64941595482335e-27
"ENSG00000158106",544.39889248019,3.63108649164407,0.33358019066064,1.14024664179547e-28,1.21159589857252e-26,"RHPN1","8:143368876-143384221","+","protein_coding",3.21415184377867e-27
"ENSG00000261408",277.852623193016,4.42856144915713,0.408305385715388,1.22182350505348e-28,1.2888008373378e-26,"TEN1-CDK3","17:75979231-76005999","+","protein_coding",3.41896303253692e-27
"ENSG00000142156",375.338866257772,4.08417141542279,0.375870245422625,1.25292555919876e-28,1.31203096057835e-26,"COL6A1","21:45981737-46005050","+","protein_coding",3.4805884833434e-27
"ENSG00000198799",629.872971975454,3.27277243298367,0.301261886885818,1.72834522153462e-28,1.78402262831405e-26,"LRIG2","1:113073198-113132260","+","protein_coding",4.73269976144217e-27
"ENSG00000267680",905.622697078828,3.31146061089578,0.304697237086556,1.72045467349035e-28,1.78402262831405e-26,"ZNF224","19:44094339-44109886","+","protein_coding",4.73269976144217e-27
"ENSG00000251537",128.539935059932,4.65055642755684,0.428738430389037,1.8332688746551e-28,1.87890556791779e-26,"AC005324.3","17:15571491-15651653","-","protein_coding",4.98440759210569e-27
"ENSG00000225697",480.56590709204,3.91335099015843,0.363081816025098,3.10515039928607e-28,3.1600372126819e-26,"SLC26A6","3:48625723-48635493","-","protein_coding",8.38302559914353e-27
"ENSG00000165282",1489.13640176626,3.66772949901851,0.339633365617978,3.14194865204729e-28,3.1751258720794e-26,"PIGO","9:35088688-35096601","-","protein_coding",8.42305317143868e-27
"ENSG00000135596",462.299157589599,3.62169044766206,0.335856072347047,3.35596221438911e-28,3.36784791389841e-26,"MICAL1","6:109444062-109465968","-","protein_coding",8.93431101473376e-27
"ENSG00000127415",182.785934270592,4.97123477526284,0.464149962932372,3.67169149959556e-28,3.65928371452796e-26,"IDUA","4:986997-1004564","+","protein_coding",9.70743918150969e-27
"ENSG00000076344",230.287926781215,3.64384381430364,0.339788966337416,6.52557177039286e-28,6.45897518177721e-26,"RGS11","16:268301-275980","-","protein_coding",1.71345305921629e-26
"ENSG00000162298",1010.92872375733,3.36257612160499,0.313163297348609,6.60144345677205e-28,6.48962308801448e-26,"SYVN1","11:65121780-65134533","-","protein_coding",1.72158341228669e-26
"ENSG00000137496",166.789306190069,4.04917161581063,0.378102275528197,7.24602862929885e-28,7.07515944067552e-26,"IL18BP","11:71998541-72005715","+","protein_coding",1.87691595754557e-26
"ENSG00000113108",238.853147312238,3.53405416842887,0.330194697046138,9.69423697783883e-28,9.40210862864087e-26,"APBB3","5:140558268-140564781","-","protein_coding",2.49421484669582e-26
"ENSG00000074181",1274.88497455862,3.02144540082561,0.282343380345434,1.16901881987052e-27,1.12623273106326e-25,"NOTCH3","19:15159038-15200995","-","protein_coding",2.98769830216143e-26
