"gene_id","baseMean","log2FoldChange","lfcSE","pvalue","padj","GeneSymbol","Chromosome","Strand","Class","qvalue"
"ENSG00000160781",250.308043350771,4.48027543565229,0.365310142155702,1.23008013575704e-35,3.34860305635899e-33,"PAQR6","1:156243320-156248117","-","protein_coding",6.17515534081983e-34
"ENSG00000127914",543.941215922288,4.26762186214092,0.348072659438593,1.3163089618772e-35,3.51698253740079e-33,"AKAP9","7:91940867-92110673","+","protein_coding",6.48566376303048e-34
"ENSG00000111897",1504.14717715562,2.86293437631512,0.23303685345355,1.37136637574497e-35,3.59746801259061e-33,"SERINC1","6:122443351-122471807","-","protein_coding",6.63408694237179e-34
"ENSG00000197746",19343.3838983353,3.09894310424213,0.2525031937863,1.44947843029494e-35,3.73447764148132e-33,"PSAP","10:71816298-71851325","-","protein_coding",6.88674625353785e-34
"ENSG00000145495",2226.25468438868,3.09880288059794,0.254169652595768,3.90939995930666e-35,9.89558291453973e-33,"MARCH6","5:10353695-10440388","+","protein_coding",1.82484339459716e-33
"ENSG00000167615",7786.01339635964,3.79583069509589,0.312712870946038,5.43623881005605e-35,1.35053764494258e-32,"LENG8","19:54448887-54462037","+","protein_coding",2.49052503709216e-33
"ENSG00000198848",1672.58203894074,3.369126267381,0.277167982248346,5.52271423978459e-35,1.35053764494258e-32,"CES1","16:55802851-55833337","-","protein_coding",2.49052503709216e-33
"ENSG00000044574",11472.0780508246,3.31535377669538,0.274213736194106,7.67665556319052e-35,1.82445991937128e-32,"HSPA5","9:125234853-125241343","-","protein_coding",3.36448460017456e-33
"ENSG00000262580",305.667435233954,4.71932413803811,0.390704221275114,1.04681161931658e-34,2.43603194249993e-32,"AC087741.1","17:80200673-80205949","-","lncRNA",4.49228391868358e-33
"ENSG00000102595",356.422512650376,3.50030005306246,0.290115800117711,1.5973261247184e-34,3.60097208241204e-32,"UGGT2","13:95801580-96053482","-","protein_coding",6.640548793809e-33
"ENSG00000142798",3265.46324484775,3.09192279072896,0.256398015062438,1.96388222256577e-34,4.29316556169377e-32,"HSPG2","1:21822244-21937310","-","protein_coding",7.91702205400931e-33
"ENSG00000101384",2160.97081780319,2.82457067363225,0.234828634503238,3.24335621423297e-34,6.98434976999303e-32,"JAG1","20:10637684-10673999","-","protein_coding",1.2879831995143e-32
"ENSG00000135862",4551.01203100666,2.95522639995004,0.245899480344544,3.50377110656969e-34,7.43417787140993e-32,"LAMC1","1:183023420-183145592","+","protein_coding",1.37093595193566e-32
"ENSG00000233237",581.204452119218,3.52396428734877,0.293971551909932,4.14471736153488e-34,8.666664071337e-32,"LINC00472","6:71343427-71420745","-","lncRNA",1.59821860120379e-32
"ENSG00000142192",7617.51456800811,3.03683900075736,0.253579432464113,5.88749702798868e-34,1.21349724456887e-31,"APP","21:25880550-26171128","-","protein_coding",2.23780898026698e-32
"ENSG00000182871",5174.25467653779,3.40276149630624,0.284758469934376,6.69701323990362e-34,1.349590563976e-31,"COL18A1","21:45405165-45513720","+","protein_coding",2.48877852608727e-32
"ENSG00000204262",5627.21135141826,2.85715627003406,0.238265349093717,6.73485726408871e-34,1.349590563976e-31,"COL5A2","2:189031898-189225312","-","protein_coding",2.48877852608727e-32
"ENSG00000121716",2061.59550954743,3.81008660989585,0.319937239022071,8.40073838323838e-34,1.66035415607347e-31,"PILRB","7:100352176-100367733","+","protein_coding",3.06185733631796e-32
"ENSG00000198786",22434.3086108233,3.29515549754672,0.277257172140637,1.26879486140058e-33,2.40870687635362e-31,"MT-ND5","MT:12337-14148","+","protein_coding",4.44189379321582e-32
"ENSG00000138448",3197.29740034795,3.02432841736504,0.256576550335086,5.42353889146597e-33,9.78135239075887e-31,"ITGAV","2:186590056-186680901","+","protein_coding",1.80377815583527e-31
"ENSG00000271533",237.283143806892,5.01318567507874,0.428830090116009,1.14614810147522e-32,2.01666156196152e-30,"Z83843.1","X:74209976-74213660","-","lncRNA",3.71892344520326e-31
"ENSG00000115414",2971.7022166116,3.97512208332358,0.34178031196776,2.08084981300971e-32,3.61716880748242e-30,"FN1","2:215360440-215436073","-","protein_coding",6.67041715731426e-31
"ENSG00000151914",3229.80724242598,3.54778822802288,0.304509730146767,2.17027809814102e-32,3.68385557646808e-30,"DST","6:56457987-56954649","-","protein_coding",6.79339415719539e-31
"ENSG00000011426",2427.66512796573,2.7534693735957,0.23662521514929,3.67569523597265e-32,6.16661986797831e-30,"ANLN","7:36389821-36453791","+","protein_coding",1.13718571510703e-30
"ENSG00000127463",1429.42567068751,2.8329790577421,0.244012962272675,4.56303660097466e-32,7.56729794009912e-30,"EMC1","1:19215660-19251527","-","protein_coding",1.39548460966848e-30
"ENSG00000108588",2403.65580712666,2.66790503819455,0.230246901245498,6.50071621693215e-32,1.0658219724761e-29,"CCDC47","17:63745255-63776351","-","protein_coding",1.96548116779636e-30
"ENSG00000230551",679.404793183592,3.52165839167973,0.305631054669342,9.51746775076625e-32,1.52575583008951e-29,"AC021078.1","5:149494314-149504670","-","lncRNA",2.81364470628201e-30
"ENSG00000185164",2777.41679718091,2.87524184795579,0.249249804690279,1.08417711799327e-31,1.71895686356119e-29,"NOMO2","16:18417325-18562211","-","protein_coding",3.16992652697408e-30
"ENSG00000150093",29342.4336128207,2.49075747939185,0.215695738784936,1.19558792371107e-31,1.87499375688079e-29,"ITGB1","10:32900318-33005792","-","protein_coding",3.45767399627106e-30
"ENSG00000136068",15372.3191189404,2.98128213063551,0.259286404546955,1.67537867628371e-31,2.57152803632142e-29,"FLNB","3:58008400-58172251","+","protein_coding",4.74215212143549e-30
"ENSG00000197565",479.503705774181,3.15234707721619,0.274713284890779,1.86496522183778e-31,2.83239139165004e-29,"COL4A6","X:108155607-108439497","-","protein_coding",5.22320995802282e-30
"ENSG00000011028",2558.6246462937,3.20117120282766,0.279078592833743,1.94583874832213e-31,2.92443348549914e-29,"AC080038.1","17:62627670-62693597","+","protein_coding",5.39294468556334e-30
"ENSG00000164073",315.034450418323,3.34215925800873,0.291481052433205,1.98114660714209e-31,2.94680239668516e-29,"MFSD8","4:127917732-127966034","-","protein_coding",5.43419517093108e-30
"ENSG00000035403",3656.83707701566,2.63213724662608,0.229317737077127,2.41536212802358e-31,3.52008533162871e-29,"VCL","10:73995193-74121363","+","protein_coding",6.49138562257177e-30
"ENSG00000152952",3134.85799447834,2.45216887815535,0.213382984796569,2.44285382000945e-31,3.52454949150964e-29,"PLOD2","3:146069440-146163653","-","protein_coding",6.49961797506832e-30
"ENSG00000074695",1824.06741909266,2.74744007969217,0.241506468600457,7.20434530864982e-31,1.01906170699215e-28,"LMAN1","18:59327823-59359265","-","protein_coding",1.87925061186558e-29
"ENSG00000114857",1544.73155181518,3.69268541089359,0.325868402957591,7.99683232283307e-31,1.12017763838675e-28,"NKTR","3:42600655-42648735","+","protein_coding",2.06571839358954e-29
"ENSG00000165282",1363.75400978804,3.15252338803827,0.27899743435559,1.41769245484443e-30,1.96677564793225e-28,"PIGO","9:35088688-35096601","-","protein_coding",3.62692888410874e-29
"ENSG00000023839",11464.4504938328,3.0428064967736,0.269350707925381,1.59261015438308e-30,2.18839802927991e-28,"ABCC2","10:99782640-99852594","+","protein_coding",4.03562248224224e-29
"ENSG00000127415",217.210358973853,4.37573826848931,0.388052173658169,1.67387711008239e-30,2.27836782493101e-28,"IDUA","4:986997-1004564","+","protein_coding",4.20153568687614e-29
"ENSG00000145623",1778.74117584765,2.98503568539794,0.264686423967271,1.98453813616345e-30,2.67597347930525e-28,"OSMR","5:38845858-38945596","+","protein_coding",4.93475985194602e-29
"ENSG00000108679",1420.72878395875,3.20830425245329,0.285854072339776,3.3275961024832e-30,4.40463821712181e-28,"LGALS3BP","17:78971238-78979947","-","protein_coding",8.12258865952697e-29
"ENSG00000230590",1219.6753638136,4.01390032738179,0.359473256730345,4.86738745330988e-30,6.32672668255451e-28,"FTX","X:73940435-74293574","-","lncRNA",1.16671099578353e-28
"ENSG00000139641",1626.31358506495,2.77588991070973,0.248539592621823,7.43919863406976e-30,9.49847414976624e-28,"ESYT1","12:56118250-56144671","+","protein_coding",1.75161260944869e-28
"ENSG00000281207",153.799323849961,4.661811556162,0.41917300686573,8.45018900044879e-30,1.06946777981119e-27,"SLFNL1-AS1","1:41014590-41043890","+","lncRNA",1.97220439723202e-28
"ENSG00000153214",580.861541652461,2.95087875042181,0.264649735579616,8.52611477385894e-30,1.06969377354119e-27,"TMEM87B","2:112055269-112119318","+","protein_coding",1.97262115202957e-28
"ENSG00000084234",4148.65217062479,2.84242385030246,0.255624493003931,1.2750727302399e-29,1.55904655524587e-27,"APLP2","11:130068147-130144811","+","protein_coding",2.87503609719611e-28
"ENSG00000155380",947.075592674422,2.79602768497425,0.251685481189407,1.4015874026566e-29,1.69933639038062e-27,"SLC16A1","1:112911847-112957013","-","protein_coding",3.13374443321402e-28
"ENSG00000270069",148.843151902662,6.11500788135883,0.550042521705614,1.68868173435702e-29,2.01357851762836e-27,"MIR222HG","X:45745211-45770274","-","lncRNA",3.71323800642193e-28
"ENSG00000135506",3124.37210976025,2.8199440240982,0.25411338003238,1.80254941693834e-29,2.13173631045789e-27,"OS9","12:57693955-57721557","+","protein_coding",3.9311326667237e-28
"ENSG00000196878",295.997389832339,3.19195364014082,0.288450346337446,1.96421384660872e-29,2.30403881129029e-27,"LAMB3","1:209614870-209652425","-","protein_coding",4.24887552556488e-28
"ENSG00000134910",1805.17714077793,2.76822466447117,0.249806658465737,2.01633923328798e-29,2.34610826273218e-27,"STT3A","11:125591712-125625215","+","protein_coding",4.3264557563012e-28
"ENSG00000142156",497.46633832804,3.52531833407296,0.319338410169574,2.12569822355362e-29,2.45356591755453e-27,"COL6A1","21:45981737-46005050","+","protein_coding",4.52461830346489e-28
"ENSG00000258727",215.235587239385,4.32108037835286,0.392020633060453,2.55585903413359e-29,2.92666144003805e-27,"AL135999.1","14:23561097-23568073","+","lncRNA",5.397053254163e-28
"ENSG00000131389",4222.65859843586,2.63490769866806,0.238394970694993,3.04507229824854e-29,3.45939394638818e-27,"SLC6A6","3:14402576-14489349","+","protein_coding",6.37946470348937e-28
"ENSG00000198743",525.011707446463,3.14575798476484,0.285188636814034,3.15095902472853e-29,3.55172162568619e-27,"SLC5A3","21:34073578-34106260","+","protein_coding",6.54972607885301e-28
"ENSG00000137845",2918.39111510813,2.55444082930786,0.231334031993948,3.59216753092292e-29,3.95632008672946e-27,"ADAM10","15:58588809-58749791","-","protein_coding",7.29584567127657e-28
"ENSG00000230373",341.739881687012,3.83640716737766,0.348627057277812,3.56648642725145e-29,3.95632008672946e-27,"GOLGA6L5P","15:84507885-84516814","-","transcribed_unprocessed_pseudogene",7.29584567127657e-28
"ENSG00000221978",3123.0542831449,3.02454699082102,0.274506272118842,3.6289211546925e-29,3.96652078938662e-27,"CCNL2","1:1385711-1399335","-","protein_coding",7.31465677621595e-28
"ENSG00000107789",796.387365811699,2.73328531169192,0.248321823222917,4.7442673747621e-29,5.14663832203515e-27,"MINPP1","10:87504875-87553461","+","protein_coding",9.49091026517187e-28
"ENSG00000156535",1465.30523732705,3.03908721675249,0.276614712775724,5.11272235342401e-29,5.50495209814937e-27,"CD109","6:73695785-73828316","+","protein_coding",1.0151676319261e-27
"ENSG00000182220",1818.02503595995,2.66689486626538,0.243000362894631,7.22129409531032e-29,7.71769120052869e-27,"ATP6AP2","X:40579372-40606848","+","protein_coding",1.42321861485615e-27
"ENSG00000182985",555.534212049476,2.83650848527289,0.258782344468826,7.33801413014205e-29,7.7847696963007e-27,"CADM1","11:115169218-115504957","-","protein_coding",1.43558855313934e-27
"ENSG00000155304",539.946095586593,2.82995091015732,0.258317331183835,7.8530504168024e-29,8.21042111692935e-27,"HSPA13","21:14371115-14383484","-","protein_coding",1.51408288642352e-27
"ENSG00000167004",4929.81832534172,2.88718115855749,0.264191169655068,1.14797663039194e-28,1.19158322469747e-26,"PDIA3","15:43746410-43773278","+","protein_coding",2.19739735948957e-27
"ENSG00000072042",1639.05414675835,2.50576652845013,0.229781459152891,1.63787043447193e-28,1.67597125025255e-26,"RDH11","14:67676800-67695793","-","protein_coding",3.090656803112e-27
"ENSG00000102287",908.829063818671,3.54179725995444,0.326933500620289,2.17612419831777e-28,2.19560279254048e-26,"GABRE","X:151953124-151974680","-","protein_coding",4.04890877852134e-27
"ENSG00000134250",882.241540978011,2.7719391568669,0.255200314797392,2.28808015898105e-28,2.29252920373462e-26,"NOTCH2","1:119911553-120100779","-","protein_coding",4.2276506704919e-27
"ENSG00000026036",346.598783932967,4.03796544849039,0.373955489431719,2.52824279455751e-28,2.51568876137075e-26,"RTEL1-TNFRSF6B","20:63659300-63698684","+","protein_coding",4.63917897378685e-27
"ENSG00000075213",610.279981405424,3.10721886595504,0.287484618292602,3.49927355258476e-28,3.38842408165724e-26,"SEMA3A","7:83955777-84492724","-","protein_coding",6.24858925129199e-27
"ENSG00000117385",681.998201209213,3.06004541069525,0.283468722888621,3.98463378645104e-28,3.83268641806105e-26,"P3H1","1:42746335-42767084","-","protein_coding",7.06785295415439e-27
"ENSG00000163660",1520.72215507999,2.81455992641816,0.260657370400955,4.56306146341233e-28,4.35999011881544e-26,"CCNL1","3:157146508-157160760","-","protein_coding",8.04025314884575e-27
"ENSG00000125304",1531.48337192654,2.80211674162595,0.259813728910808,5.20319490727321e-28,4.93892737645644e-26,"TM9SF2","13:99446311-99564006","+","protein_coding",9.10787073096928e-27
"ENSG00000126777",3786.40080233054,2.6253615380679,0.243260767358566,5.3313798273397e-28,5.02752602280112e-26,"KTN1","14:55559072-55701526","+","protein_coding",9.27125540062303e-27
"ENSG00000283486",634.141483646625,3.79996850598487,0.35405816829847,5.91506217204514e-28,5.54172188430307e-26,"FAM95C","9:38540569-38577207","-","protein_coding",1.02194834428663e-26
"ENSG00000125730",223.746454926256,3.4337974266521,0.320071966709105,7.04280898677521e-28,6.51369538853799e-26,"C3","19:6677704-6730562","-","protein_coding",1.20118987500237e-26
"ENSG00000118785",2487.45121432705,2.70077591241729,0.251285803279697,8.21375056795271e-28,7.50050589838112e-26,"SPP1","4:87975650-87983426","+","protein_coding",1.38316749634697e-26
"ENSG00000123983",3398.29041497725,2.44011617263317,0.226951855371145,9.1651601852255e-28,8.26468319702709e-26,"ACSL3","2:222860942-222944639","+","protein_coding",1.52408935085301e-26
"ENSG00000072274",4253.73887895968,2.34949113057787,0.21848182763717,9.91305282438616e-28,8.88357305281015e-26,"TFRC","3:196027183-196082096","-","protein_coding",1.63821876344673e-26
"ENSG00000072682",642.273684629079,2.99880728146106,0.280254080733318,1.13032286648951e-27,1.00668508134016e-25,"P4HA2","5:132191838-132295315","-","protein_coding",1.85642688964175e-26
"ENSG00000071537",1588.4217337648,2.76068184349496,0.257694139036645,1.17486433816021e-27,1.03882215346341e-25,"SEL1L","14:81471547-81533853","-","protein_coding",1.91569083022238e-26
"ENSG00000154305",559.32854056898,3.0304495604942,0.283187505666285,1.18080699451067e-27,1.03882215346341e-25,"MIA3","1:222618097-222668007","+","protein_coding",1.91569083022238e-26
"ENSG00000099250",4896.77401141698,2.49288982880025,0.232011335414216,1.27156915066105e-27,1.11189089125683e-25,"NRP1","10:33177492-33336262","-","protein_coding",2.05043681200578e-26
"ENSG00000154265",266.104485669107,3.75877837287375,0.352996167777936,1.66428204577959e-27,1.42930127122071e-25,"ABCA5","17:69244311-69327244","-","protein_coding",2.63577295668362e-26
"ENSG00000143512",328.145037947548,3.3378701087848,0.314030410655006,2.01793218426421e-27,1.71263091497436e-25,"HHIPL2","1:222522258-222548104","-","protein_coding",3.15826085190173e-26
"ENSG00000120708",12062.60727482,2.55985883875297,0.240586803150783,2.40905762898675e-27,2.02080717854772e-25,"TGFBI","5:136028988-136063818","+","protein_coding",3.72656837234824e-26
"ENSG00000073605",299.942352172696,4.19982693814491,0.396241362041925,2.48838225207595e-27,2.07528203080647e-25,"GSDMB","17:39904595-39919854","-","protein_coding",3.82702538955938e-26
"ENSG00000033867",1399.61123890735,2.96677773826264,0.2799667675729,3.6806140700327e-27,3.03450856013896e-25,"SLC4A7","3:27372721-27484420","-","protein_coding",5.59593401383335e-26
"ENSG00000167524",315.955436186603,4.06374703638498,0.384949120236868,3.77143998337815e-27,3.09172364091932e-25,"RSKR","17:28607964-28614200","-","protein_coding",5.70144428355175e-26
"ENSG00000049323",649.770642752881,2.82305603818776,0.26672159173283,4.32708568298153e-27,3.52718600192416e-25,"LTBP1","2:32946953-33399509","+","protein_coding",6.50447996112439e-26
"ENSG00000139631",342.769705457035,3.66529314095986,0.347527579022622,4.53443124152981e-27,3.6754367389209e-25,"CSAD","12:53157663-53180909","-","protein_coding",6.77786898781343e-26
"ENSG00000151012",5552.36235207655,2.57008051546846,0.24311612828729,5.47869154284134e-27,4.41600902682206e-25,"SLC7A11","4:138164097-138242349","-","protein_coding",8.14355755762214e-26
"ENSG00000134313",934.422358604445,2.70157621086352,0.255607226858025,5.65764993444299e-27,4.5349207363413e-25,"KIDINS220","2:8721081-8837630","-","protein_coding",8.36284251489092e-26
"ENSG00000140284",889.639125901692,2.74962536032149,0.260352176824885,5.82698628516488e-27,4.62534705304114e-25,"SLC27A2","15:50182196-50236385","+","protein_coding",8.52959758950607e-26
"ENSG00000182326",1226.12075565728,2.70995148373208,0.256563927974765,5.83457973144918e-27,4.62534705304114e-25,"C1S","12:6988259-7071032","+","protein_coding",8.52959758950607e-26
"ENSG00000166340",1504.27657115024,2.92289817488636,0.277420277282761,7.12092122176333e-27,5.55354872365412e-25,"TPP1","11:6612768-6619448","-","protein_coding",1.02412933047563e-25
"ENSG00000137642",301.784649617028,3.34077525388483,0.317465938451122,7.23310024687064e-27,5.61070808397041e-25,"SORL1","11:121452314-121633763","+","protein_coding",1.03467008204261e-25
"ENSG00000173230",1312.596560706,3.02654819494571,0.287438654454893,7.65119220191366e-27,5.87188303666012e-25,"GOLGB1","3:121663199-121749767","-","protein_coding",1.08283332733762e-25
"ENSG00000279088",178.713260447316,3.62554094096087,0.345001484675022,8.89709417574502e-27,6.79191929987562e-25,"AC022400.8","10:73742995-73744230","-","TEC",1.25249711695144e-25
"ENSG00000174938",477.162781379874,2.87346900442029,0.274098463401553,1.23367346654412e-26,9.31907893994692e-25,"SEZ6L2","16:29871159-29899547","-","protein_coding",1.71853035785337e-25
"ENSG00000135047",13604.757103352,2.69834973756578,0.257522402999636,1.49351109709994e-26,1.11649627507554e-24,"CTSL","9:87726109-87731469","+","protein_coding",2.05892959541606e-25
"ENSG00000132182",3095.07233079243,3.02874851864396,0.290150387830464,1.89437509378827e-26,1.39449203332536e-24,"NUP210","3:13316235-13420322","-","protein_coding",2.57158127803986e-25
"ENSG00000091409",1329.5288686351,2.60107354147602,0.248743834306976,1.91194988695845e-26,1.40028492228612e-24,"ITGA6","2:172427354-172506459","+","protein_coding",2.58226393842174e-25
"ENSG00000153201",2016.17849961608,2.83609804567273,0.27168063941167,2.11761213102847e-26,1.53532200133059e-24,"RANBP2","2:108719482-108785809","+","protein_coding",2.83128567251071e-25
"ENSG00000005893",1923.7470861667,2.45015246878785,0.23445380838211,2.28034747679457e-26,1.63685837787025e-24,"LAMP2","X:120427827-120469365","-","protein_coding",3.01852879668027e-25
"ENSG00000260261",153.119337079912,5.28077886292543,0.508937513957945,2.70308518658929e-26,1.89320937243254e-24,"AC124944.2","3:195913078-195954485","-","transcribed_unprocessed_pseudogene",3.49126539356943e-25
"ENSG00000130702",12762.2971802245,2.85693230114762,0.274868103113555,2.87681417047959e-26,2.00515337447727e-24,"LAMA5","20:62307955-62367312","-","protein_coding",3.69770120888249e-25
