"gene_id","baseMean","log2FoldChange","lfcSE","pvalue","padj","GeneSymbol","Chromosome","Class","Strand"
"ENSG00000131747",20978.2137183813,-1.52939759867859,0.0880751972920567,1.12292858328736e-68,4.22674258849655e-66,"TOP2A","17:40388525-40417896","protein_coding","-"
"ENSG00000159259",1451.59977994052,-1.05071278083505,0.0606059539220105,1.11780503832807e-68,4.22674258849655e-66,"CHAF1B","21:36385392-36419015","protein_coding","+"
"ENSG00000164649",897.007286290015,-1.70783461578548,0.0987260306311059,2.51230156359266e-68,9.29335000808283e-66,"CDCA7L","7:21900899-21945903","protein_coding","-"
"ENSG00000159388",666.902194867481,1.65893701809555,0.0962270620827417,1.33088914762481e-67,4.83969943428651e-65,"BTG2","1:203305491-203309602","protein_coding","+"
"ENSG00000145386",2837.40080876949,-1.03783310613195,0.0600150145797569,3.20253259093968e-67,1.14517227897685e-64,"CCNA2","4:121816444-121823933","protein_coding","-"
"ENSG00000105011",875.283812417534,-1.40642237805753,0.0823315388202471,1.77296973573122e-66,6.23591240657596e-64,"ASF1B","19:14119512-14136613","protein_coding","-"
"ENSG00000109107",313.415140112861,2.22783608683912,0.13077862451118,3.6912545760989e-66,1.27735269242261e-63,"ALDOC","17:28573115-28576948","protein_coding","-"
"ENSG00000131899",1486.85206228769,-1.2271466245781,0.0720061847953467,3.83853808621807e-66,1.30723547047315e-63,"LLGL1","17:18225635-18244875","protein_coding","+"
"ENSG00000109586",2575.08357804113,-1.00723010850856,0.0589444280609607,4.89615774138461e-66,1.64136038033448e-63,"GALNT7","4:173168811-173323967","protein_coding","+"
"ENSG00000088325",8614.26533724957,-0.702486131870691,0.0419015729700729,7.15642806018946e-65,2.36217175432869e-62,"TPX2","20:31739271-31801805","protein_coding","+"
"ENSG00000147536",2143.20989105348,-2.07714889997002,0.123455667787582,9.2204712689766e-65,2.99735168296807e-62,"GINS4","8:41529218-41545030","protein_coding","+"
"ENSG00000205560",1255.70004132638,1.66379347370475,0.0982957100889027,1.29300879360054e-64,4.14052293532829e-62,"CPT1B","22:50568861-50578465","protein_coding","-"
"ENSG00000179051",5925.54073290819,-0.656945746594845,0.039038516085436,3.09916463460746e-64,9.77832018169163e-62,"RCC2","1:17406760-17439677","protein_coding","-"
"ENSG00000143401",4864.81830422566,-0.926486696629369,0.0553915470119206,3.92730722776252e-64,1.22116487784993e-61,"ANP32E","1:150218417-150236156","protein_coding","-"
"ENSG00000107566",3168.30055406272,-1.01331480071209,0.060124344244391,4.02726932878166e-64,1.23435804927158e-61,"ERLIN1","10:100150094-100186033","protein_coding","-"
"ENSG00000094804",4220.04585406169,-1.06686464156536,0.064115324441605,1.600578814776e-63,4.83667865789002e-61,"CDC6","17:40287879-40304657","protein_coding","+"
"ENSG00000112972",12043.3951129626,0.88116500828279,0.0528896699567843,1.91328721866217e-63,5.70133017727735e-61,"HMGCS1","5:43287470-43313512","protein_coding","-"
"ENSG00000178038",698.104557554893,1.8220485097668,0.109785321104245,4.72295803393747e-63,1.3880967755908e-60,"ALS2CL","3:46668995-46693704","protein_coding","-"
"ENSG00000204843",9198.50138631759,-0.668616921032555,0.0402491102894058,1.34763545991233e-62,3.90723226924582e-60,"DCTN1","2:74361154-74392087","protein_coding","-"
"ENSG00000170779",1961.64310697251,-1.07105929457113,0.0646246797014548,1.50501868528026e-62,4.30535678569173e-60,"CDCA4","14:105009573-105021148","protein_coding","-"
"ENSG00000077150",5515.80766253335,1.09918426912277,0.0665980350079118,4.44743024476976e-62,1.2555212618623e-59,"NFKB2","10:102394110-102402524","protein_coding","+"
"ENSG00000237649",1605.33384821189,-1.04343017044334,0.0636599672187686,1.96566979385052e-61,5.47707083468351e-59,"KIFC1","6:33391823-33409896","protein_coding","+"
"ENSG00000113368",4295.26122045104,-1.09510598209473,0.0668540546098608,2.57947982851122e-61,7.09522304111644e-59,"LMNB1","5:126776623-126837020","protein_coding","+"
"ENSG00000125885",3083.02903852368,-1.01675982467407,0.0623924307013148,1.33340862477701e-60,3.62130152463174e-58,"MCM8","20:5950652-5998977","protein_coding","+"
"ENSG00000148798",4628.41904958667,1.33187187161117,0.0828826580943994,1.98570903279906e-59,5.32542341233798e-57,"INA","10:103277138-103290346","protein_coding","+"
"ENSG00000112118",5308.28516527643,-0.907927327941383,0.0571005236198807,1.01221476371973e-57,2.68111947600084e-55,"MCM3","6:52264009-52284881","protein_coding","-"
"ENSG00000143878",4145.80827265006,-1.04665306666978,0.066095610586997,1.60570503637273e-57,4.20126848236305e-55,"RHOB","2:20447074-20449445","protein_coding","+"
"ENSG00000166851",6915.54843810538,-0.785232854489582,0.0489879573343311,2.84612050160075e-57,7.35705004359567e-55,"PLK1","16:23677656-23690367","protein_coding","+"
"ENSG00000103154",764.859290639866,2.50159483394759,0.158919209490599,3.68254956608379e-57,9.40584535003901e-55,"NECAB2","16:83968632-84002776","protein_coding","+"
"ENSG00000162073",1087.94233889632,-1.35920177661816,0.0866045601900846,1.43582479047031e-56,3.62419069171066e-54,"PAQR4","16:2969245-2973489","protein_coding","+"
"ENSG00000185246",2338.92531840143,1.20470917434305,0.0768121416800565,2.07249716918807e-56,5.17039846103838e-54,"PRPF39","14:45084099-45116282","protein_coding","+"
"ENSG00000065328",2415.25765831119,-1.40897879903057,0.0901477808066248,3.57254665971828e-56,8.81022857290295e-54,"MCM10","10:13161554-13211104","protein_coding","+"
"ENSG00000109805",2325.71289163416,-1.16920044491313,0.0747340470329788,3.82338237746719e-56,9.32166692142711e-54,"NCAPG","4:17810979-17844865","protein_coding","+"
"ENSG00000080546",604.425794437463,1.38568750025893,0.0886656539166215,4.65156936906819e-56,1.12134180689166e-53,"SESN1","6:108986437-109094819","protein_coding","-"
"ENSG00000174442",2705.98809607289,-0.834715769809328,0.0536595406209713,2.97154808644505e-55,7.0838404660754e-53,"ZWILCH","15:66504959-66550130","protein_coding","+"
"ENSG00000158555",1424.94411147567,1.61817641547768,0.104608514993185,4.14116371700695e-55,9.76358984048178e-53,"GDPD5","11:75434640-75525941","protein_coding","-"
"ENSG00000138180",3972.8756832994,-0.933729726036611,0.0604870450938197,5.96586587027495e-55,1.39127882876901e-52,"CEP55","10:93496632-93529092","protein_coding","+"
"ENSG00000101447",2664.70902617511,-1.07859993855592,0.0697390788370612,6.30717355156274e-55,1.45505815643848e-52,"FAM83D","20:38926312-38953106","protein_coding","+"
"ENSG00000138834",5862.07950690303,1.53327445773569,0.0992388460744936,1.07728171257874e-54,2.45883820674221e-52,"MAPK8IP3","16:1706183-1770317","protein_coding","+"
"ENSG00000204175",1513.00527212721,-1.05118022595945,0.068065799984633,1.11261341354522e-54,2.51274955659081e-52,"GPRIN2","10:46549044-46555530","protein_coding","-"
"ENSG00000138160",5121.62793022014,-1.17307740308816,0.0760469540400289,1.1952662360918e-54,2.67129553076559e-52,"KIF11","10:92593130-92655395","protein_coding","+"
"ENSG00000104687",32756.3419728199,0.607575474392649,0.0392455086893303,1.60655464474534e-54,3.55346700031043e-52,"GSR","8:30678066-30727846","protein_coding","-"
"ENSG00000124664",530.889085567182,-2.180285147246,0.14282550924434,8.47034769953806e-54,1.85440112136315e-51,"SPDEF","6:34537802-34556333","protein_coding","-"
"ENSG00000189403",14802.1515068321,-0.898786880882017,0.0589905666589013,4.1126842672194e-53,8.91289302557497e-51,"HMGB1","13:30456704-30617597","protein_coding","-"
"ENSG00000152518",2907.40685978472,-0.752980920407727,0.0499711513552267,9.32106710183127e-53,1.9998349466979e-50,"ZFP36L2","2:43222402-43226606","protein_coding","-"
"ENSG00000069275",23057.7704611057,-0.657335955206881,0.0429732492499231,1.76494725908574e-52,3.74920232115688e-50,"NUCKS1","1:205712822-205750182","protein_coding","-"
"ENSG00000125037",2820.36401894668,0.913164758052163,0.0607452964696778,2.9141550310131e-52,6.12972511670451e-50,"EMC3","3:9962537-10011116","protein_coding","-"
"ENSG00000121621",1517.52488912308,-1.01330511433669,0.0675588549206945,1.04414479463482e-51,2.17496374455243e-49,"KIF18A","11:28020619-28108156","protein_coding","-"
"ENSG00000133030",22803.1566158688,0.52327603520862,0.0347880300876341,1.06654718551321e-51,2.20026633319095e-49,"MPRIP","17:17042545-17217679","protein_coding","+"
"ENSG00000160200",765.231784233239,-1.62267692501932,0.108808303787506,1.32745977546905e-51,2.7124428078751e-49,"CBS","21:43053191-43076943","protein_coding","-"
"ENSG00000134186",3009.69820630207,0.78493364045421,0.0523046321064126,1.62052168966238e-51,3.28002762751946e-49,"PRPF38B","1:108692310-108702928","protein_coding","+"
"ENSG00000215041",3968.30657345811,1.12524603656458,0.0755689663874152,4.53224116385568e-51,9.08777889444145e-49,"NEURL4","17:7315628-7329393","protein_coding","-"
"ENSG00000156515",7308.35025875337,0.56816034076376,0.0380184932969003,4.6967968795592e-51,9.33053491212431e-49,"HK1","10:69269984-69401884","protein_coding","+"
"ENSG00000126787",2468.44484262997,-0.997792945314176,0.0669543746426948,6.8681320645503e-51,1.35188782976997e-48,"DLGAP5","14:55148112-55191608","protein_coding","-"
"ENSG00000106366",12622.1791652797,0.809024971754817,0.0546541303023324,1.78484607030916e-50,3.48126113077119e-48,"SERPINE1","7:101127089-101139266","protein_coding","+"
"ENSG00000153914",5369.70441670032,1.11823219410477,0.0757888854208078,1.99700513687726e-50,3.85997704609924e-48,"SREK1","5:66139971-66183615","protein_coding","+"
"ENSG00000204619",1347.78796099655,-0.994541506273011,0.0673390675700578,3.21309060418413e-50,6.15507668864022e-48,"PPP1R11","6:30066709-30070333","protein_coding","+"
"ENSG00000163083",3988.73763783338,-0.85277409767521,0.0577730981519192,3.97776984024421e-50,7.55248247101234e-48,"INHBB","2:120346136-120351803","protein_coding","+"
"ENSG00000137310",811.781343809395,-1.31092738804477,0.0891094567906239,4.23868619020794e-50,7.97728177288695e-48,"TCF19","6:31158547-31167159","protein_coding","+"
"ENSG00000249859",1859.86125069888,1.07812298693846,0.0732740717712357,5.54947772374026e-50,1.0353395179378e-47,"PVT1","8:127794526-128187101","lncRNA","+"
"ENSG00000090889",2664.19881970025,-0.959968815899169,0.0651845465567986,5.81604010999128e-50,1.07571672896434e-47,"KIF4A","X:70290104-70420886","protein_coding","+"
"ENSG00000121152",2716.57747860937,-1.13621516375798,0.0778918128247243,8.77725254705147e-50,1.60953806322213e-47,"NCAPH","2:96335766-96377091","protein_coding","+"
"ENSG00000117519",3583.76854578723,0.575522826961774,0.0390507913846928,1.32678176987938e-49,2.41238159938662e-47,"CNN3","1:94896949-94927223","protein_coding","-"
"ENSG00000063046",33532.5061309417,0.62999913877213,0.0424685408176983,1.39150790503879e-49,2.50880689937876e-47,"EIF4B","12:53006158-53042209","protein_coding","+"
"ENSG00000235609",487.851144083922,2.06638688394851,0.141281266597879,1.47477045310953e-49,2.63676667262207e-47,"AF127577.4","21:14818843-15014430","lncRNA","-"
"ENSG00000161011",94025.8586528135,0.775044438131816,0.0528080946916485,1.67578704914013e-49,2.97140587928111e-47,"SQSTM1","5:179806398-179838078","protein_coding","+"
"ENSG00000171658",1072.12088395953,1.23942664419738,0.0847305547299145,1.93907672010994e-49,3.41007303524253e-47,"NMRAL2P","3:185959943-185980872","transcribed_unprocessed_pseudogene","+"
"ENSG00000198074",194214.541140518,1.14375133243392,0.0781975822612694,2.24803652991735e-49,3.92127022352656e-47,"AKR1B10","7:134527567-134541412","protein_coding","+"
"ENSG00000188486",5069.57933612556,-1.32886884220566,0.0914114033787849,3.47960711900633e-49,6.02056215631297e-47,"H2AFX","11:119093854-119095467","protein_coding","-"
"ENSG00000112576",16983.6203669638,0.708621333823573,0.0483142454512632,4.2094172195693e-49,7.22504371566875e-47,"CCND3","6:41934933-42050357","protein_coding","-"
"ENSG00000078018",1111.50382565009,2.74594074453209,0.18956365072431,6.78892444431361e-49,1.15600296787896e-46,"MAP2","2:209424058-209734118","protein_coding","+"
"ENSG00000235173",1586.74112415643,-1.09886916956111,0.0757831613593548,7.5857051523361e-49,1.28150633105016e-46,"HGH1","8:144137774-144140851","protein_coding","+"
"ENSG00000179222",3551.89797083823,-0.955294415130408,0.0659300611165175,2.40948926775645e-48,4.03871814372771e-46,"MAGED1","X:51803007-51902357","protein_coding","+"
"ENSG00000153885",4300.00915944967,-0.813619102542402,0.0560042145903857,2.52597793224592e-48,4.20115166948343e-46,"KCTD15","19:33795933-33815763","protein_coding","+"
"ENSG00000004700",3849.84574427822,-0.686197710191578,0.0475628415396977,4.32278343349e-48,7.13425527427139e-46,"RECQL","12:21468910-21501669","protein_coding","-"
"ENSG00000121895",1490.90639058025,0.988436143918387,0.0686418636068263,5.87828532837808e-48,9.62737494048486e-46,"TMEM156","4:38966744-39032922","protein_coding","-"
"ENSG00000117650",1764.54006824708,-0.965031392118956,0.0669603939186029,6.37729838388022e-48,1.03655255171326e-45,"NEK2","1:211658657-211675630","protein_coding","-"
"ENSG00000070610",2336.02150200083,0.855913268100368,0.0592881671053156,7.20683033654562e-48,1.16257552534275e-45,"GBA2","9:35736866-35749228","protein_coding","-"
"ENSG00000153187",32265.4989000983,-0.467922182303448,0.0320021816217904,1.00060108575522e-47,1.60208181305062e-45,"HNRNPU","1:244840638-244864560","protein_coding","-"
"ENSG00000124181",4733.54150957301,1.57402083543263,0.109853691282361,1.1026038610286e-47,1.75232339543472e-45,"PLCG1","20:41136960-41196801","protein_coding","+"
"ENSG00000111641",7948.23529135424,1.03015530414689,0.0716901599957904,1.22673999052374e-47,1.93527253652109e-45,"NOP2","12:6556863-6568691","protein_coding","-"
"ENSG00000057608",11199.8799160269,-0.523123004508011,0.0364587672703521,3.08312664254194e-47,4.82835635881294e-45,"GDI2","10:5765223-5842132","protein_coding","-"
"ENSG00000143367",1932.31466103406,0.825517439939083,0.0576617110376771,3.32825341659416e-47,5.17446935166868e-45,"TUFT1","1:151540305-151583583","protein_coding","+"
"ENSG00000135679",8240.48431060533,1.35319672628551,0.0950380910642009,3.76740563576325e-47,5.81508546153242e-45,"MDM2","12:68808177-68850686","protein_coding","+"
"ENSG00000170540",9983.90638739547,-1.06683282905901,0.0749126778038711,4.95811274341163e-47,7.59830777927832e-45,"ARL6IP1","16:18791669-18801572","protein_coding","-"
"ENSG00000184661",1869.10223595761,-0.962625229266911,0.0674950672292365,6.82948602739848e-47,1.03919590580024e-44,"CDCA2","8:25459199-25507911","protein_coding","+"
"ENSG00000064651",8053.61185277167,-1.16240088686803,0.0817296332731635,8.83094422902468e-47,1.33428104530792e-44,"SLC12A2","5:128083766-128189677","protein_coding","+"
"ENSG00000093009",1106.88349415096,-1.58848718040646,0.111888706423227,1.03250797781256e-46,1.5491229834943e-44,"CDC45","22:19479459-19520612","protein_coding","+"
"ENSG00000128510",514.50696186326,2.6878824815223,0.190294643894852,1.14383007510433e-46,1.70422737926135e-44,"CPA4","7:130293134-130324180","protein_coding","+"
"ENSG00000011426",6973.3507580807,-1.00841909143197,0.071865325738914,2.6140331465685e-46,3.86786766618118e-44,"ANLN","7:36389821-36453791","protein_coding","+"
"ENSG00000023445",3153.03899020988,1.4737625386231,0.104543981301784,2.92132740049899e-46,4.29295064230861e-44,"BIRC3","11:102317450-102339403","protein_coding","+"
"ENSG00000188522",3561.55017214759,0.882936072783335,0.0623732486786543,3.0395216182675e-46,4.43625417142375e-44,"FAM83G","17:18968789-19004764","protein_coding","-"
"ENSG00000186529",3446.86603962311,0.809572357075142,0.0574777038993594,7.12196603015696e-46,1.03244446741228e-43,"CYP4F3","19:15640897-15662825","protein_coding","+"
"ENSG00000188042",5666.57386651452,-0.584081780042823,0.0418869908940719,7.65379681568568e-46,1.10209537369487e-43,"ARL4C","2:234493041-234497081","protein_coding","-"
"ENSG00000165304",2831.74504005877,-0.902019021383417,0.0642191613388485,9.7904314394548e-46,1.40035804355668e-43,"MELK","9:36572862-36677683","protein_coding","+"
"ENSG00000099290",1902.64038146423,1.07745000318829,0.077132055247745,1.94303976151333e-45,2.76078927703765e-43,"WASHC2A","10:50067888-50133509","protein_coding","+"
"ENSG00000052802",3260.24934080713,0.938321126913372,0.066979726036563,2.16538468399666e-45,3.05646897336502e-43,"MSMO1","4:165327667-165343164","protein_coding","+"
"ENSG00000100664",14288.776029368,-0.920621393549729,0.065931927138875,3.39965672899297e-45,4.76729641310746e-43,"EIF5","14:103333544-103345025","protein_coding","+"
"ENSG00000073111",5869.48364761289,-0.785955224119768,0.0563272169396683,3.8658465849362e-45,5.38582717401339e-43,"MCM2","3:127598410-127622436","protein_coding","+"
"ENSG00000134882",1221.74103604248,-1.04879591290941,0.0753083187555481,4.71660270555093e-45,6.52869103532872e-43,"UBAC2","13:99200774-99386434","protein_coding","+"
"ENSG00000136048",2326.94454259671,0.848543462011869,0.0608690016867922,6.161040606338e-45,8.47340552621678e-43,"DRAM1","12:101877580-102012130","protein_coding","+"
"ENSG00000102181",5737.99353507775,-0.614576144982921,0.0442190650313273,2.08032612746412e-44,2.84289153278616e-42,"CD99L2","X:150766336-150898816","protein_coding","-"
"ENSG00000145901",5776.86275163972,0.536207160535472,0.0385425377051621,2.45666630690802e-44,3.33593516548808e-42,"TNIP1","5:151029945-151093577","protein_coding","-"
"ENSG00000101868",1640.59259492649,-1.47807874512665,0.107392800943527,2.5749175454738e-44,3.47451924139248e-42,"POLA1","X:24693919-24996986","protein_coding","+"
"ENSG00000160211",84678.831287235,-0.519722605513434,0.0374323719353688,2.72040141975845e-44,3.64788827880735e-42,"G6PD","X:154531391-154547572","protein_coding","-"
"ENSG00000142945",1983.71997312475,-0.883349074827682,0.0641501623499072,5.85470943076378e-44,7.80203669795261e-42,"KIF2C","1:44739818-44767767","protein_coding","+"
"ENSG00000174371",2410.71589632546,-1.05882909959687,0.0772079749432441,7.84676041761723e-44,1.03921138740727e-41,"EXO1","1:241847967-241895148","protein_coding","+"
"ENSG00000135829",12084.8151054925,-0.592574442672973,0.0429333589763842,8.02833651088165e-44,1.05673594994457e-41,"DHX9","1:182839347-182887982","protein_coding","+"
"ENSG00000104419",5333.74059570174,1.14349915032189,0.0834654334599033,8.60720778556248e-44,1.12602221365392e-41,"NDRG1","8:133237171-133302022","protein_coding","-"
"ENSG00000168955",1382.09743058627,0.925185998100265,0.0673719979244112,8.67113117389691e-44,1.12750981415732e-41,"TM4SF20","2:227362156-227381995","protein_coding","-"
"ENSG00000188938",2221.12235304986,-0.766684384027195,0.0559482204835417,1.03371573553662e-43,1.33604645216495e-41,"FAM120AOS","9:93431441-93453581","protein_coding","-"
