"gene_id","baseMean","log2FoldChange","lfcSE","pvalue","padj","GeneSymbol","Chromosome","Class","Strand"
"ENSG00000186480",2904.88587507345,0.844320262604693,0.0527731665753759,9.18844844155453e-59,3.34132476802631e-56,"INSIG1","7:155297776-155310235","protein_coding","+"
"ENSG00000119392",2713.54497104412,-0.639922761403724,0.0399627990004904,1.25858407416459e-58,4.5004868852002e-56,"GLE1","9:128504700-128542288","protein_coding","+"
"ENSG00000149591",280.120545496451,-2.59777046228048,0.163816287685512,7.38153989524482e-58,2.59624489266357e-55,"TAGLN","11:117199321-117204782","protein_coding","+"
"ENSG00000203668",11465.9444802268,1.64244586188674,0.103829178952095,1.42240560080823e-57,4.92221163957107e-55,"CHML","1:241628853-241640254","protein_coding","-"
"ENSG00000260804",1222.2375514249,1.07312703661582,0.0678273320193407,2.60155359763327e-57,8.85973530749553e-55,"LINC01963","2:216217045-216220192","lncRNA","+"
"ENSG00000079257",1437.78312293474,1.04070608754192,0.0665256650730062,4.16591950773972e-56,1.39655942247743e-53,"LXN","3:158645822-158672648","protein_coding","-"
"ENSG00000178202",1147.79615035875,-1.6268816718033,0.104555115524854,6.4709650766733e-56,2.13591624184655e-53,"POGLUT3","11:108472112-108498384","protein_coding","-"
"ENSG00000141012",1272.72598787795,-1.58750824913036,0.101667813198443,7.11194941598617e-56,2.31192234424217e-53,"GALNS","16:88813734-88856970","protein_coding","-"
"ENSG00000104760",988.825252512111,2.43442011877534,0.156400651929027,7.56680837299223e-56,2.42307274093356e-53,"FGL1","8:17864380-17910365","protein_coding","-"
"ENSG00000178726",554.012208228176,-1.60346314043122,0.103096635739651,1.15880112961284e-55,3.65618797585933e-53,"THBD","20:23045633-23049741","protein_coding","-"
"ENSG00000179715",3426.35904373865,0.894405924106393,0.0575492767174542,1.72805391916573e-55,5.37324591821749e-53,"PCED1B","12:47079603-47236662","protein_coding","+"
"ENSG00000119242",808.477178632012,-1.47703520836225,0.0952468734064653,2.27571682893757e-55,6.97507208069364e-53,"CCDC92","12:123918660-123972831","protein_coding","-"
"ENSG00000138772",1461.34798964007,-1.52535048738214,0.0987144148460469,6.45558788986347e-55,1.95076955178903e-52,"ANXA3","4:78551747-78610451","protein_coding","+"
"ENSG00000155850",6642.66865735325,-1.44746070122695,0.0943622356762561,2.66855310754821e-54,7.95191762811762e-52,"SLC26A2","5:149960737-149993455","protein_coding","+"
"ENSG00000162909",14601.6153614624,-0.608259245679184,0.0394721092174688,3.65586390039982e-54,1.07447342442573e-51,"CAPN2","1:223701593-223776018","protein_coding","+"
"ENSG00000103257",124368.096107156,-0.714382218914875,0.0465881877579633,8.60270415128547e-54,2.49420294007878e-51,"SLC7A5","16:87830023-87869507","protein_coding","-"
"ENSG00000124225",2227.59558049462,-1.47274457320316,0.0974547261898227,8.76293800296799e-53,2.50678446471571e-50,"PMEPA1","20:57648392-57711536","protein_coding","-"
"ENSG00000095539",1393.10694722938,1.36048206516597,0.0903484693495775,2.59040773610051e-52,7.31278920763638e-50,"SEMA4G","10:100969518-100985871","protein_coding","+"
"ENSG00000204257",365.072432103995,2.44328163100804,0.162625012457838,3.54131302030575e-52,9.86738582476102e-50,"HLA-DMA","6:32948613-32969094","protein_coding","-"
"ENSG00000198879",842.378891892257,-1.60458914411077,0.107127547237591,5.59130782266688e-52,1.53796806840151e-49,"SFMBT2","10:7158624-7411486","protein_coding","-"
"ENSG00000176697",1056.34346239668,-1.03539451534953,0.0690120368229553,7.13594711453496e-52,1.93799677648541e-49,"BDNF","11:27654893-27722058","protein_coding","-"
"ENSG00000139278",545.91726333555,-2.85848355727153,0.191289744214637,9.12484105745213e-52,2.44716831109544e-49,"GLIPR1","12:75480753-75503863","protein_coding","+"
"ENSG00000166741",2065.87423870271,-2.44313573112608,0.1648963212092,7.25445643905434e-51,1.92153534444334e-48,"NNMT","11:114257787-114313285","protein_coding","+"
"ENSG00000280287",272.842746411994,1.81306144435291,0.123374456252252,6.16216394208363e-50,1.61230765094395e-47,"AC131212.3","12:132550729-132554947","TEC","+"
"ENSG00000146376",1671.57478617985,0.927354772493129,0.0626538077350014,7.1249037583739e-50,1.84174470043268e-47,"ARHGAP18","6:129576132-129710177","protein_coding","-"
"ENSG00000054277",4067.49359502525,-0.838831182280508,0.057032173569618,9.62822935323688e-50,2.45921024730592e-47,"OPN3","1:241590102-241677376","protein_coding","-"
"ENSG00000146674",3729.35363462159,-1.03072973082549,0.0708716266331415,6.97803976681534e-49,1.76133933172968e-46,"IGFBP3","7:45912245-45921874","protein_coding","-"
"ENSG00000000971",1462.86119022186,0.976509220756752,0.0672318757116839,1.28175747504277e-48,3.19768681709798e-46,"CFH","1:196651878-196747504","protein_coding","+"
"ENSG00000175592",1649.88422823925,-1.35400432055638,0.0941927245259875,4.5776061219553e-48,1.12887976260403e-45,"FOSL1","11:65892049-65900573","protein_coding","-"
"ENSG00000136068",57319.0005209226,-0.661616824767302,0.0459161379003909,4.88611729981827e-48,1.19126871213183e-45,"FLNB","3:58008400-58172251","protein_coding","+"
"ENSG00000183780",415.659648541092,-1.40308783230431,0.0976560458788105,5.8923189584701e-48,1.42044610397726e-45,"SLC35F3","1:233904676-234324511","protein_coding","+"
"ENSG00000116478",4787.48677359755,0.704585919236379,0.0487510168243754,1.00545931864937e-47,2.39690329795802e-45,"HDAC1","1:32292083-32333635","protein_coding","+"
"ENSG00000137486",1643.23837879066,1.34401150649785,0.0938301254665945,1.14101110850741e-47,2.69015311351939e-45,"ARRB1","11:75260122-75351705","protein_coding","-"
"ENSG00000267056",784.572643706648,1.42901899910092,0.0999776890000315,1.99985611902632e-47,4.66379489496845e-45,"AC005336.1","19:15910582-15911824","processed_pseudogene","-"
"ENSG00000184347",2136.29808611439,-1.19393605200265,0.0837634780634539,3.76543974457082e-47,8.68682900212548e-45,"SLIT3","5:168661733-169301129","protein_coding","-"
"ENSG00000147799",1237.39269841039,-0.840769405780515,0.0594042706182361,2.06460822517007e-46,4.71235845436424e-44,"ARHGAP39","8:144529179-144605816","protein_coding","-"
"ENSG00000149476",1319.16009017074,-1.07324730727132,0.07595625707158,2.78714967774863e-46,6.29455750906282e-44,"TKFC","11:61333210-61353295","protein_coding","+"
"ENSG00000152661",5437.33613784746,-0.690132809293574,0.0487804298287142,2.90908319988363e-46,6.50149792223991e-44,"GJA1","6:121435595-121449727","protein_coding","+"
"ENSG00000088881",240.735355277338,1.9323356961658,0.137427409971346,4.03702127261802e-46,8.92930839216698e-44,"EBF4","20:2692878-2760108","protein_coding","+"
"ENSG00000006062",9689.0185989206,-0.883109140092646,0.0625651754083781,5.25208987731009e-46,1.14983253385396e-43,"MAP3K14","17:45263119-45317029","protein_coding","-"
"ENSG00000242574",305.565242560422,2.38415514258433,0.170363801571657,8.94380877763612e-46,1.93827694266852e-43,"HLA-DMB","6:32934629-32941028","protein_coding","-"
"ENSG00000129474",4649.24092490859,-0.694504999624938,0.0494960256408653,1.35393017977682e-45,2.89221006326481e-43,"AJUBA","14:22971177-22982551","protein_coding","-"
"ENSG00000139289",7343.92416343596,-0.615966248403636,0.0437903779324183,1.37442479219136e-45,2.89221006326481e-43,"PHLDA1","12:76025447-76033932","protein_coding","-"
"ENSG00000148677",1857.89996827189,-1.28134404852574,0.0913392231655353,1.37499616151485e-45,2.89221006326481e-43,"ANKRD1","10:90912096-90921276","protein_coding","-"
"ENSG00000187800",219.930420214479,-2.61787665028307,0.187742095802439,2.14618884914538e-45,4.47053220955477e-43,"PEAR1","1:156893698-156916434","protein_coding","+"
"ENSG00000272068",517.141198948449,1.22564660418555,0.0894998927772281,1.08925973444395e-43,2.24712188485527e-41,"AL365181.2","1:156637783-156641004","lncRNA","-"
"ENSG00000152518",2907.40685978472,0.648692087996062,0.0472499275565733,1.14244475337896e-43,2.33439544607101e-41,"ZFP36L2","2:43222402-43226606","protein_coding","-"
"ENSG00000167173",3945.18965155368,0.735612705427465,0.0536107895942522,1.59219997723869e-43,3.22270287845813e-41,"C15orf39","15:75195643-75212169","protein_coding","+"
"ENSG00000126790",1045.33574168817,-1.03245292848934,0.075911026022565,3.06161348667346e-43,6.13896423893262e-41,"L3HYPDH","14:59460363-59484408","protein_coding","-"
"ENSG00000272405",1704.18407970989,0.787884061623196,0.057956099792381,3.21703364033542e-43,6.39087562531449e-41,"AL365181.3","1:156641666-156644887","lncRNA","-"
"ENSG00000130635",1216.42945757792,-1.4137905461082,0.104292793994731,1.09684161768354e-42,2.15896668875233e-40,"COL5A1","9:134641774-134844843","protein_coding","+"
"ENSG00000250644",874.314215498048,1.5394560814696,0.114320232683317,1.63315283303255e-42,3.18539036661031e-40,"AC068580.4","11:1734821-1763954","protein_coding","-"
"ENSG00000138303",1837.53041707698,-1.12874777918204,0.0837488261029102,2.23658045551647e-42,4.32304807865818e-40,"ASCC1","10:72096032-72217134","protein_coding","-"
"ENSG00000139998",2758.24835769949,0.98517687605439,0.0733852951275234,5.34663913455222e-42,1.02421555921266e-39,"RAB15","14:64945814-64973226","protein_coding","-"
"ENSG00000167460",23805.5880286975,-0.528721081980149,0.0392143433442638,6.56951817893285e-42,1.24733639406198e-39,"TPM4","19:16067021-16103002","protein_coding","+"
"ENSG00000149571",281.596216613069,-2.68945696913104,0.202812534383024,1.33668254956555e-41,2.51566000885341e-39,"KIRREL3","11:126423358-127003460","protein_coding","-"
"ENSG00000106789",158.805682194805,2.0366913250168,0.153636612475858,2.99037327823996e-41,5.57899640735986e-39,"CORO2A","9:98120975-98192637","protein_coding","-"
"ENSG00000148634",4480.19423527865,-0.942313451883014,0.0710653353463104,4.94411315914221e-41,9.14447826115483e-39,"HERC4","10:67921899-68075348","protein_coding","-"
"ENSG00000105974",17290.8878287665,-0.649124949185334,0.0487717565286232,5.66348866303674e-41,1.03854828432011e-38,"CAV1","7:116525001-116561184","protein_coding","+"
"ENSG00000070087",8128.62365867384,-0.487087226089947,0.0365234462992422,5.7946397799165e-41,1.05359319049244e-38,"PFN2","3:149964904-150050788","protein_coding","-"
"ENSG00000273038",2129.59617458203,0.997547649103816,0.0753541245154565,6.07404220504202e-41,1.09511407990905e-38,"AL365203.2","10:32887255-32889311","lncRNA","-"
"ENSG00000112972",12043.3951129626,0.696476865512461,0.0529147019817504,1.57521949523797e-40,2.81636118919422e-38,"HMGCS1","5:43287470-43313512","protein_coding","-"
"ENSG00000064601",4204.20692964349,0.623909105310918,0.0470049342779166,2.34561382861337e-40,4.15402090873244e-38,"CTSA","20:45890144-45898820","protein_coding","+"
"ENSG00000131409",170.028749114602,2.13750217748653,0.163158987766257,2.36210930256517e-40,4.15402090873244e-38,"LRRC4B","19:50516892-50568435","protein_coding","-"
"ENSG00000178401",2171.95194507411,0.738369088113039,0.0561376178762996,2.95530952212052e-40,5.15497282903217e-38,"DNAJC22","12:49346888-49357546","protein_coding","+"
"ENSG00000074370",647.595157828442,1.35825533282647,0.103996222484088,4.74070605752768e-40,8.20256842453681e-38,"ATP2A3","17:3923870-3964464","protein_coding","-"
"ENSG00000129422",11882.7084793354,1.18355947807752,0.0905751135934595,1.00871390673967e-39,1.73135654952797e-37,"MTUS1","8:17643795-17800917","protein_coding","-"
"ENSG00000134013",8821.37475981876,-1.16666237219752,0.0898897025876924,1.51621231220098e-39,2.5817726316089e-37,"LOXL2","8:23297189-23425328","protein_coding","-"
"ENSG00000047457",1187.91782104834,1.89076310730922,0.146097565126338,1.69120397582044e-39,2.83477432872973e-37,"CP","3:149162410-149221829","protein_coding","-"
"ENSG00000157184",408.888676659934,-1.30051964066404,0.100522293564876,1.69121936181499e-39,2.83477432872973e-37,"CPT2","1:53196792-53214197","protein_coding","+"
"ENSG00000125848",950.166425265161,1.44999798249243,0.112431407174307,3.13302649451445e-39,5.18016672733891e-37,"FLRT3","20:14322985-14337614","protein_coding","-"
"ENSG00000170801",135.949044540168,-2.56170686136877,0.198777230964439,3.13876333979985e-39,5.18016672733891e-37,"HTRA3","4:8269754-8307098","protein_coding","+"
"ENSG00000167601",8718.64358511526,-0.844585328650171,0.0659163533532406,9.97591999387505e-39,1.63384246922587e-36,"AXL","19:41219223-41261766","protein_coding","+"
"ENSG00000100219",2370.85467125878,0.997073280710433,0.0777849907292418,1.14679284263106e-38,1.86397276050373e-36,"XBP1","22:28794555-28800597","protein_coding","-"
"ENSG00000272512",162.961914841836,2.56122042187374,0.200940652568681,1.97935494770813e-38,3.19301206038179e-36,"AL645608.7","1:995966-998051","lncRNA","-"
"ENSG00000121413",311.1348408727,1.79169323160818,0.140982414707501,3.68549084950273e-38,5.90091090866276e-36,"ZSCAN18","19:58083838-58118427","protein_coding","-"
"ENSG00000170430",111.174235321887,-4.43603930549062,0.350762168800159,1.34207199709554e-37,2.13290034797666e-35,"MGMT","10:129467190-129770983","protein_coding","+"
"ENSG00000165272",1063.05225661737,1.51657657511746,0.121077524404497,2.62041191970623e-37,4.13389248068361e-35,"AQP3","9:33441156-33447596","protein_coding","-"
"ENSG00000179431",1112.70383142346,-1.0103624656197,0.0804600014546585,2.70688358397029e-37,4.23913775869216e-35,"FJX1","11:35618419-35620868","protein_coding","+"
"ENSG00000196230",54608.8002895471,-0.382665945463939,0.030057934941453,3.24922015830377e-37,5.05159554321792e-35,"TUBB","6:30720352-30725426","protein_coding","+"
"ENSG00000088298",1778.44652829316,-0.859988234048167,0.0683336915401393,3.39148278249526e-37,5.23483907182991e-35,"EDEM2","20:35115364-35147336","protein_coding","-"
"ENSG00000173237",534.830702459591,-2.40287318767223,0.192155833196138,3.60332823181772e-37,5.52210051526066e-35,"C11orf86","11:66975277-66977004","protein_coding","+"
"ENSG00000258818",829.471269649737,1.63816218683132,0.131114538414311,5.5089492617802e-37,8.38258910719817e-35,"RNASE4","14:20684560-20701216","protein_coding","+"
"ENSG00000115194",220.313421755045,1.88434691591908,0.150944043077571,7.53320111744445e-37,1.13820302799134e-34,"SLC30A3","2:27253684-27275817","protein_coding","-"
"ENSG00000120833",442.022889085045,-1.48718318316965,0.119762264351882,1.30558175033004e-36,1.95882912261056e-34,"SOCS2","12:93569814-93583487","protein_coding","+"
"ENSG00000004799",1788.99601058318,1.05464351368378,0.0848728664986919,2.13022794028032e-36,3.17389169852182e-34,"PDK4","7:95583499-95596516","protein_coding","-"
"ENSG00000173599",3898.22350241567,-0.599092413486761,0.0480130071586078,2.33912806488172e-36,3.4611029401405e-34,"PC","11:66848417-66958439","protein_coding","-"
"ENSG00000263874",80.4771106532221,2.98810356290607,0.241670103789789,3.40105504372472e-36,4.99792027144615e-34,"LINC00672","17:38925168-38929384","protein_coding","+"
"ENSG00000137673",557.518285827984,1.56931807445475,0.12707831419333,3.74039798198875e-36,5.45919991180739e-34,"MMP7","11:102520508-102530750","protein_coding","-"
"ENSG00000166033",736.85613071913,-1.87698884225646,0.152394457391645,4.5062547821707e-36,6.53254705077517e-34,"HTRA1","10:122458551-122514907","protein_coding","+"
"ENSG00000186567",276.600004203512,-1.76682460913829,0.143356905310748,4.56367238076562e-36,6.57138194156552e-34,"CEACAM19","19:44662278-44684359","protein_coding","+"
"ENSG00000103187",22189.6013740664,-0.892483813848193,0.0726419754438065,6.50261470401691e-36,9.30090656497886e-34,"COTL1","16:84565596-84618078","protein_coding","-"
"ENSG00000174669",722.247108341735,1.15850039083568,0.0940243297894656,7.21313101941404e-36,1.02488560279158e-33,"SLC29A2","11:66362521-66372214","protein_coding","-"
"ENSG00000064666",3243.80805907521,-0.75335279790983,0.0609895352033738,8.1447709867141e-36,1.14964514157863e-33,"CNN2","19:1026586-1039068","protein_coding","+"
"ENSG00000135245",2395.61136265826,0.956758034318783,0.0778249706877795,9.75145593816624e-36,1.36743455655789e-33,"HILPDA","7:128455849-128458418","protein_coding","+"
"ENSG00000078018",1111.50382565009,2.32880728475991,0.19054411994333,1.12905673563464e-35,1.5729813157819e-33,"MAP2","2:209424058-209734118","protein_coding","+"
"ENSG00000184985",177.308662553644,-4.3991888129118,0.359309496177457,1.15912160475715e-35,1.60444864710095e-33,"SORCS2","4:7192538-7742836","protein_coding","+"
"ENSG00000124664",530.889085567182,1.46811907227186,0.119856604035818,1.39131515199779e-35,1.91350426834055e-33,"SPDEF","6:34537802-34556333","protein_coding","-"
"ENSG00000167972",1073.10601507028,-1.35683605879029,0.110907854944555,1.58708936255949e-35,2.16885364800726e-33,"ABCA3","16:2275881-2340746","protein_coding","-"
"ENSG00000117519",3583.76854578723,0.479835810532475,0.0389155905337075,2.49396367013966e-35,3.38658167992699e-33,"CNN3","1:94896949-94927223","protein_coding","-"
"ENSG00000233621",174.31202624163,-2.07528036708583,0.170495858127526,2.74502383660277e-35,3.70405574932783e-33,"LINC01137","1:37350934-37474411","lncRNA","-"
"ENSG00000275342",3225.54713768484,-0.916392594519799,0.0749737236213441,3.00135329607904e-35,4.02462718546099e-33,"PRAG1","8:8317736-8386498","protein_coding","-"
"ENSG00000167600",4425.30841623091,1.46370509616859,0.120673605611538,5.23448050369009e-35,6.97551423643918e-33,"CYP2S1","19:41193210-41207539","protein_coding","+"
"ENSG00000122970",1785.32398522708,-0.810603023207031,0.0664889724250036,8.25666870191003e-35,1.09349893209555e-32,"IFT81","12:110124335-110218793","protein_coding","+"
"ENSG00000156966",561.765970244389,1.52137438383515,0.126329561514544,1.04467045982005e-34,1.37505550401468e-32,"B3GNT7","2:231395710-231401164","protein_coding","+"
"ENSG00000167693",2721.80187704438,-0.719193921756252,0.059302559207877,1.07437405347229e-34,1.40553020227121e-32,"NXN","17:799310-979776","protein_coding","-"
"ENSG00000198848",10691.2451591627,1.40927422824362,0.116883185947601,1.83265068857248e-34,2.38300124383774e-32,"CES1","16:55802851-55833337","protein_coding","-"
"ENSG00000143512",1186.78281728893,-1.5144606415451,0.126216815266724,1.89961145548147e-34,2.45519058899728e-32,"HHIPL2","1:222522258-222548104","protein_coding","-"
"ENSG00000156521",1573.90274862115,-1.0481086845994,0.0871356118482098,2.343938662537e-34,3.01132958112164e-32,"TYSND1","10:70137981-70146700","protein_coding","-"
"ENSG00000001084",19544.7358801639,0.838148800000395,0.0694622720592038,3.81237961205673e-34,4.86872646289745e-32,"GCLC","6:53497341-53616970","protein_coding","-"
