"name","GSK.180.CHR_1","GSK.180.CHR_2","GSK.180.CHR_3","GSK.48H.CHR_1","GSK.48H.CHR_2","GSK.48H.CHR_3","MS023.48H.CHR_1","MS023.48H.CHR_2","MS023.48H.CHR_3","DMSO.CHR_1","DMSO.CHR_2","DMSO.CHR_3","Accession","Description","Symbol","ID","imputed","num_NAs","GSK.180.CHR_vs_DMSO.CHR_CI.L","GSK.180.CHR_vs_DMSO.CHR_CI.R","GSK.180.CHR_vs_DMSO.CHR_diff","GSK.180.CHR_vs_DMSO.CHR_p.adj","GSK.180.CHR_vs_DMSO.CHR_p.val","GSK.180.CHR_vs_DMSO.CHR_t.stastic","GSK.180.CHR_vs_GSK.48H.CHR_CI.L","GSK.180.CHR_vs_GSK.48H.CHR_CI.R","GSK.180.CHR_vs_GSK.48H.CHR_diff","GSK.180.CHR_vs_GSK.48H.CHR_p.adj","GSK.180.CHR_vs_GSK.48H.CHR_p.val","GSK.180.CHR_vs_GSK.48H.CHR_t.stastic","GSK.180.CHR_vs_MS023.48H.CHR_CI.L","GSK.180.CHR_vs_MS023.48H.CHR_CI.R","GSK.180.CHR_vs_MS023.48H.CHR_diff","GSK.180.CHR_vs_MS023.48H.CHR_p.adj","GSK.180.CHR_vs_MS023.48H.CHR_p.val","GSK.180.CHR_vs_MS023.48H.CHR_t.stastic","GSK.48H.CHR_vs_DMSO.CHR_CI.L","GSK.48H.CHR_vs_DMSO.CHR_CI.R","GSK.48H.CHR_vs_DMSO.CHR_diff","GSK.48H.CHR_vs_DMSO.CHR_p.adj","GSK.48H.CHR_vs_DMSO.CHR_p.val","GSK.48H.CHR_vs_DMSO.CHR_t.stastic","GSK.48H.CHR_vs_MS023.48H.CHR_CI.L","GSK.48H.CHR_vs_MS023.48H.CHR_CI.R","GSK.48H.CHR_vs_MS023.48H.CHR_diff","GSK.48H.CHR_vs_MS023.48H.CHR_p.adj","GSK.48H.CHR_vs_MS023.48H.CHR_p.val","GSK.48H.CHR_vs_MS023.48H.CHR_t.stastic","MS023.48H.CHR_vs_DMSO.CHR_CI.L","MS023.48H.CHR_vs_DMSO.CHR_CI.R","MS023.48H.CHR_vs_DMSO.CHR_diff","MS023.48H.CHR_vs_DMSO.CHR_p.adj","MS023.48H.CHR_vs_DMSO.CHR_p.val","MS023.48H.CHR_vs_DMSO.CHR_t.stastic","GSK.180.CHR_vs_DMSO.CHR_significant","GSK.180.CHR_vs_GSK.48H.CHR_significant","GSK.180.CHR_vs_MS023.48H.CHR_significant","GSK.48H.CHR_vs_DMSO.CHR_significant","GSK.48H.CHR_vs_MS023.48H.CHR_significant","MS023.48H.CHR_vs_DMSO.CHR_significant","significant"
"ABCE1",22.0133118979786,16.8992601672157,21.699149260127,22.4124261380219,21.2506532590236,21.402707756556,22.1662615253971,21.6053009219965,21.1672094761346,22.3731794156703,22.3869076153415,21.2985955698186,"P61221","ABCE1","ABCE1","P61221",TRUE,1,-4.29831628989493,0.667008772888804,-1.81565375850306,0.987440102877532,0.13450140959815,-1.62629344976144,-3.9673511408186,0.997973921965134,-1.48468860942673,0.857115845699566,0.21268454038082,-1.32984570936962,-3.92501273079418,1.04031233198956,-1.44235019940231,0.917289149208022,0.225029451799972,-1.29192290686745,-2.8136276804682,2.15169738231554,-0.330965149076331,0.990704879346609,0.772866512834523,-0.296447740391824,-2.44032412136745,2.52500094141629,0.0423384100244206,0.955448709210382,0.970484890189584,0.0379228025021673,-2.85596609049262,2.10935897229112,-0.373303559100751,0.944736329697254,0.74490771742125,-0.334370542893992,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"ABCF1",22.2117444513398,21.7737669268793,21.2412637689273,22.2072848988702,21.6818958885694,21.5357061996174,22.1996912886758,21.6810007642817,21.5482280772713,22.2617454343097,21.558276497832,21.7137756824293,"Q8NE71","ABCF1","ABCF1","Q8NE71",FALSE,0,-0.844660669946175,0.639979024996395,-0.10234082247489,0.996678057182165,0.76536238839202,-0.306578291809492,-0.808357127441481,0.676282567501089,-0.066037279970196,0.973634730229575,0.847088321562724,-0.197825227503671,-0.809701508498739,0.67493818644383,-0.0673816610274542,0.974925696155999,0.844020958687778,-0.201852535845622,-0.778623389975979,0.706016304966591,-0.0363035425046938,0.991892980405735,0.915518713528275,-0.108753064305821,-0.743664228528543,0.740975466414027,-0.0013443810572582,0.956758021341723,0.996864751940237,-0.00402730834195108,-0.77727900891872,0.707360686023849,-0.0349591614474356,0.954304431760304,0.918634420383368,-0.10472575596387,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"ABCF2",20.3236513071086,19.8102824563005,19.5060510646727,20.3748024450216,19.2947017681425,18.1328999008062,19.5018864460985,19.8798659744956,18.8342618263924,18.6276650601539,18.0526300468753,17.8422692202842,"Q9UG63","ABCF2","ABCF2","Q9UG63",TRUE,1,0.536184049442138,2.87542961773681,1.70580683358947,0.828316037581793,0.00865917075004326,3.24315421175409,-0.557095879443491,1.78214968885118,0.612526904703845,0.894547415302935,0.27084209937374,1.16456281666008,-0.694965923782213,1.64427964451246,0.474656860365123,0.949737595497041,0.387742093145007,0.902438286398374,-0.0763428552617069,2.26290271303296,1.09327992888563,0.923403162321401,0.0639474362443188,2.07859139509401,-1.30749282848606,1.03175273980861,-0.137870044338722,0.944521345465821,0.798469448422699,-0.262124530261707,0.0615271890770155,2.40077275737169,1.23114997322435,0.403013802210218,0.0409396356825036,2.34071592535572,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"ABCG2",20.4468862993099,21.0851067758358,20.473239848251,20.5068130943743,20.7357791181766,20.9161863800106,20.9193709900417,21.0161851464768,20.5539980425634,21.2800381237311,20.7953824559467,20.2650629095978,"Q9UNQ0","ABCG2","ABCG2","Q9UNQ0",FALSE,0,-0.796533692610552,0.573033315357947,-0.111750188626303,0.996537119284273,0.72412943288552,-0.36289296124919,-0.735965393705822,0.633601614262677,-0.0511818897215726,0.974475229961242,0.871259682060174,-0.166205961275839,-0.84622392254596,0.523343085422539,-0.16144041856171,0.966579146840345,0.611359698599516,-0.524254967954286,-0.74535180288898,0.624215205079519,-0.0605682989047303,0.991372963645034,0.847955729410648,-0.196686999973351,-0.795042032824387,0.574524975144112,-0.110258528840138,0.938335008601779,0.727642273007102,-0.358049006678447,-0.635093274048842,0.734473733919657,0.0496902299354076,0.952233959039046,0.874975610618468,0.161362006705096,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"ABT1",22.1265330777808,22.1681342669068,22.1867589208644,22.4323710238432,22.258069127896,22.2378661309436,21.8314444496741,22.0393271646108,22.2461597767595,21.6736702556766,22.0416708343596,22.4873238286221,"Q9ULW3","ABT1","ABT1","Q9ULW3",FALSE,0,-0.449902740804172,0.635743638733191,0.0929204489645095,0.996490500556357,0.71130307764616,0.380659327876085,-0.691783195478954,0.39386318405841,-0.148960005710272,0.956592474222021,0.555126692524811,-0.610231830409551,-0.421324898266177,0.664321481271187,0.121498291502505,0.9674280815665,0.629281254310279,0.497731753309767,-0.3009427350939,0.784703644443463,0.241880454674781,0.982282664582661,0.344776591860645,0.990891158285636,-0.272364892555905,0.813281486981459,0.270458297212777,0.823249038665934,0.293446138396214,1.10796358371932,-0.571401032306677,0.514245347230687,-0.0285778425379952,0.953867428898428,0.909087283171315,-0.117072425433683,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"ACACA",19.3768067310948,19.7534866140242,17.6324616420981,20.1138899647984,18.8859955944361,19.792689336944,19.4714839993218,17.1619854282049,18.6549946318564,18.6322030695219,18.3989170219824,19.8499061561493,"Q13085","ACACA","ACACA","Q13085",TRUE,1,-1.63059752922172,1.55175002226409,-0.0394237534788182,0.997198450943928,0.957131238066973,-0.0550964893908533,-2.26778041206336,0.914567139422452,-0.676606636320454,0.927751789527453,0.366328561388647,-0.945588561977998,-1.09974346646492,2.08260408502089,0.491430309277984,0.960545749393481,0.507600831330735,0.686796218833546,-0.95399089290127,2.22835665858454,0.637182882841635,0.984085148245828,0.393823363571904,0.890492072587145,-0.423136830144468,2.75921072134134,1.16803694559844,0.589286029575024,0.13320295004579,1.63238478081154,-2.12202783849971,1.0603197129861,-0.530854062756802,0.917078508878635,0.474972423379053,-0.741892708224399,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"ACADM",18.0841948162908,19.1966566274978,23.3181965692874,18.7697797887392,21.5854460026849,22.5876483658522,19.2150774309573,23.9957109976473,22.8537368716398,23.5675396863933,23.2497790020835,23.0957341398872,"P11310","ACADM","ACADM","P11310",FALSE,0,-6.52864534359492,0.3193088000696,-3.10466827176266,0.978393412253436,0.0710002150232625,-2.0163593119332,-4.2052524532324,2.64270169043213,-0.781275381400135,0.962175186852154,0.622713343220374,-0.507407475638594,-5.24580283422175,1.60215130944278,-1.82182576238949,0.928559499103951,0.263705378465863,-1.18320381411579,-5.74736996219479,1.10058418146974,-2.32339289036253,0.966716417840262,0.161798012498379,-1.50895183629461,-4.46452745282162,2.38342669084291,-1.04055038098935,0.907963386844148,0.514274716120045,-0.675796338477193,-4.70681958120544,2.14113456245909,-1.28284250937318,0.908125464152405,0.423931968210725,-0.833155497817417,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"ACADVL",16.6976980312906,18.6727221810493,19.5327817892026,17.9808861529339,18.3784859084902,17.9085833006514,18.2106087490881,18.1991704542588,18.050124889094,17.2257105227847,18.3372744595929,18.3127215925414,"P49748","ACADVL","ACADVL","P49748",TRUE,1,-1.01111704674418,1.69611399782657,0.342498475541195,0.99594530891556,0.585880062248816,0.56266109434177,-1.14186664246305,1.5653644021077,0.211748879822327,0.968907185198478,0.735050008564092,0.347863902921647,-1.20584955258485,1.5013814919859,0.147765969700526,0.974073704305433,0.813033624128242,0.242751919075828,-1.22286592656651,1.48436511800425,0.130749595718868,0.991258176569386,0.834180505817696,0.214797191420122,-1.41759843240718,1.28963261216358,-0.0639829101218012,0.952613595387159,0.918335553728427,-0.105111983845819,-1.15888301644471,1.54834802812605,0.194732505840669,0.94543881576454,0.755526350353325,0.319909175265942,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"ACAT2",17.2655939195707,20.1000351899061,19.5755665432898,19.5845604821728,20.359409174522,20.5399407635672,20.1503666175562,20.0610337241143,20.9898045203748,20.8667394520397,19.0004009292885,20.1656714991725,"Q9BWD1","ACAT2","ACAT2","Q9BWD1",FALSE,0,-2.62545733256021,0.56437984740416,-1.03053874257803,0.990105481721142,0.180868590867725,-1.43684318700877,-2.77582351248063,0.414013667483742,-1.18090492249845,0.739770911361759,0.130238327214865,-1.64649335565232,-3.01492165974175,0.174915520222621,-1.42000306975957,0.771310876921755,0.0754720536546888,-1.97985932213615,-1.44455241006177,1.74528476990261,0.150366179920418,0.991291080266112,0.838089759754739,0.209650168643543,-1.83401673724331,1.35582044272107,-0.239098147261121,0.940030827182372,0.745643578977238,-0.333365966483837,-1.20545426280065,1.98438291716373,0.389464327181539,0.932709474844808,0.598842137549196,0.54301613512738,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"ACBD5",18.9566778240207,19.4827374889165,18.5036459639999,19.5010883387052,19.7859666424131,18.293160022757,19.7762171856605,19.0380875821151,17.7943849394501,18.2532319167717,18.8780384975686,17.9626628597424,"Q5T8D3","ACBD5","ACBD5","Q5T8D3",TRUE,2,-0.61197710667868,1.84472910858167,0.616376000951494,0.993144304857242,0.290211108176071,1.11585062639625,-1.44073768327622,1.01596853198413,-0.212384575646045,0.967537786483943,0.708550787926319,-0.384488463868974,-1.11689591772638,1.33981029753397,0.111457189903795,0.974927253685881,0.844079607674762,0.201775499011201,-0.399592531032635,2.05711368422771,0.828760576597539,0.967097774156417,0.163980242264178,1.50033909026522,-0.904511342080333,1.55219487318001,0.32384176554984,0.918409660113489,0.570507433286231,0.586263962880174,-0.723434296582475,1.73327191867787,0.504918811047698,0.899044703637986,0.381882061964989,0.91407512738505,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"ACIN1",23.7310829462763,23.5712203919155,23.8877256692904,24.2111930577718,24.3977617409572,24.2564680245582,23.5862901794925,24.0176646484218,23.4667487066805,24.3131087943967,24.4947890997317,23.7631739042559,"Q9UKV3","ACIN1","ACIN1","Q9UKV3",FALSE,0,-1.02787310884055,0.107177914905749,-0.460347596967402,0.984060023082828,0.100986497753394,-1.80378205098845,-1.12599011714149,0.00906090660481051,-0.558464605268341,0.41948638554121,0.0531138347460636,-2.18823436405755,-0.527750354244061,0.607300669502242,0.0397751576290908,0.975825558624665,0.879206982529749,0.155851178281856,-0.469408503572213,0.665642520174091,0.0981170083009388,0.990036417834132,0.70857675179774,0.384452313069098,0.0307142510242802,1.16576527477058,0.598239762897432,0.233788891055417,0.0407038455821995,2.34408554233941,-1.06764826646964,0.0674027572766587,-0.500122754596493,0.603398316835619,0.0780627273310791,-1.95963322927031,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"ACLY",24.7857454138362,25.220061784106,25.0665969727553,24.6073691748234,24.9692607779395,25.1005851386472,24.7317621566081,25.0391727099463,25.0662272110527,24.6884282096164,24.7403936071227,24.986510364674,"P53396","ACLY","ACLY","P53396",FALSE,0,-0.29441652680175,0.732464519658055,0.219023996428152,0.994232532486514,0.364864279744831,0.948604381753775,-0.3817108301341,0.645170216325706,0.131729693095803,0.958883016875908,0.580731590366384,0.570528189219439,-0.435026492199789,0.591854554260017,0.078414031030114,0.971840522734715,0.741070283272406,0.339615268825319,-0.426146219897553,0.600734826562252,0.0872943033323494,0.990087577058935,0.713162230798225,0.378076192534336,-0.566756185295592,0.460124861164214,-0.0533156620656889,0.946314633389971,0.821971363097224,-0.23091292039412,-0.372830557831864,0.654050488627941,0.140609965398038,0.92804440867219,0.55591840237508,0.608989112928456,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"ACOT7",20.1784240785758,17.5771901895172,21.3040422807028,21.0052586403368,19.1355692969501,21.6469633363068,21.1512316074565,19.5218543083789,21.3464568538082,21.4255230567409,17.4863352948198,21.7974203537782,"O00154","ACOT7","ACOT7","O00154",FALSE,0,-3.37665806844623,2.27690996408418,-0.549874052181028,0.996347997384424,0.674377022866855,-0.432567781368469,-3.7361622578645,1.91740577466591,-0.909378241599295,0.949571286001931,0.490506968250006,-0.715377870319771,-3.81341275654781,1.8401552759826,-0.986628740282608,0.956513832438823,0.455369816428669,-0.776148289823121,-2.46727982684694,3.18628820568347,0.359504189418267,0.99080154530124,0.783007180677324,0.282810088951302,-2.90403451494852,2.74953351758189,-0.0772504986833127,0.95452166492427,0.95272222720892,-0.0607704195033505,-2.39002932816363,3.26353870436679,0.43675468810158,0.944281012790556,0.738173935501414,0.343580508454652,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"ACP1",21.8056589651204,21.7159688808248,21.0495045158663,21.6596768524111,21.6701582407629,21.1363165015768,21.8551682578435,21.9253563090345,21.7260645322155,21.7288201529941,21.631772415308,21.2581283929894,"P24666","ACP1","ACP1","P24666",FALSE,0,-0.623312907092301,0.591587174105558,-0.0158628664933715,0.997193198326707,0.954820133427532,-0.0580703807162126,-0.572456451578726,0.642443629619133,0.0349935890202033,0.975426131915016,0.900570073024838,0.128103646202848,-0.9192689530263,0.29563112817156,-0.31181891242737,0.932363730689513,0.279882307601138,-1.14149879321868,-0.658306496112505,0.556593585085355,-0.0508564555135749,0.991438346918911,0.855977235055367,-0.186174026919061,-0.954262542046503,0.260637539151357,-0.346812501447573,0.76986753350864,0.232567409222797,-1.26960243942153,-0.311493994664932,0.903406086532928,0.295956045933998,0.875862706425278,0.303687997863492,1.08342841250247,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
